scientific,common_name,commercial_group_id,woo,x_min,y_min,commercial_group,functional_group,y_max,k,tl,taxon_level_id,min_depth,scientific_name,has_map,taxon_group_id,max_depth,lat_south,sl_max_cm,functional_group_id,is_baltic_only,has_habitat_index,taxon_key,isscaap_id,x_max,loo,lat_north,coral,abyssal,shelf,offshore,seamount,others,seagrass,slope,habitat_diversity_index,offshore_back,inshore,effective_d,estuaries
Leiognathus rapsoni,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Leiognathus virgatus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Leiognathus dussumieri,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Leiognathus kupanensis
Leiognathus aureus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Leiognathus pan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Leiognathus vermiculatus
Leiognathus smithursti,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cetengraulis edentulus,Atlantic anchoveta,1,15.0,-92,-30,Anchovies,Small pelagics (<30 cm),26,0.28,2.11,6,10,Cetengraulis edentulus,True,1,25,-28,12.0,1,False,True,600547,35,-29,12.0,23,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.6,NA,0.5,50.0,0.5
Ilisha africana,West African ilisha,2,191.0,-27,-11,Herring-likes,Medium pelagics (30 - 89 cm),20,1.26,3.59,6,1,Ilisha africana,True,1,25,-10,30.0,2,False,True,601625,35,15,30.0,19,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.4,NA,0.75,29.0,0.5
Coregonus sardinella,Sardine cisco,6,512.0,,,"Salmon, smelts, etc",Medium pelagics (30 - 89 cm),,0.27,3.21,6,1,Coregonus sardinella,False,1,50,42,39.0,2,False,True,602678,23,,38.54,75,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.4,NA,0.75,28.2,0.5
Sargocentron dorsomaculatum,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sargocentron bullisi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sargocentron ensiferum,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sargocentron suborbitalis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sargocentron xantherythrum,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sargocentron praslin,Darkstriped squirrelfish,12,284.0,,,Other fishes & inverts,Small reef assoc. fish (<30 cm),,0.63,3.61,6,1,Sargocentron praslin,True,1,5,-25,27.0,16,False,True,607714,33,,27.06,35,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.2,NA,0.5,1.0,0.0
Sargocentron macrosquamis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sargocentron coruscus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sargocentron rubrum,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sargocentron marisrubri,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sargocentron megalops,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sargocentron diadema,Crown squirrelfish,12,50.0,,,Other fishes & inverts,Small reef assoc. fish (<30 cm),,1.29,3.37,6,1,Sargocentron diadema,False,1,60,-32,15.0,16,False,True,604699,33,,14.77,30,0.75,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.4,NA,0.5,30.4,0.0
Sargocentron iota,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sargocentron violaceus,Violet squirrelfish,12,820.0,,,Other fishes & inverts,Medium reef assoc. fish (30 - 89 cm),,0.46,3.55,6,1,Sargocentron violaceum,False,1,30,-24,39.0,17,False,True,604909,33,,38.6,30,0.25,0.0,0.25,0.25,0.0,0.25,0.0,0.0,0.4,NA,0.0,28.2,0.0
Sargocentron inaequalis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sargocentron spiniferum,Sabre squirrelfish,12,1610.0,,,Other fishes & inverts,Medium reef assoc. fish (30 - 89 cm),,0.37,3.6,6,1,Sargocentron spiniferum,True,1,122,-38,46.0,17,False,True,606507,33,,46.42,35,0.5,0.0,0.5,0.5,0.0,0.5,0.0,0.0,0.4,NA,0.5,29.2,0.0
Sargocentron sp.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sargocentron lepros,Spiny squirrelfish,12,73.0,,,Other fishes & inverts,Small reef assoc. fish (<30 cm),,0.97,4.05,6,10,Sargocentron lepros,False,1,45,-90,17.0,16,False,True,627348,33,,17.16,90,0.5,0.0,0.5,0.5,0.0,0.5,0.0,0.0,0.4,NA,0.5,30.4,0.0
Sargocentron poco,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sargocentron spinossisimum,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cephalopholis undulosus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cephalopholis merra,Honeycomb grouper,3,271.0,,,Perch-likes,Small reef assoc. fish (<30 cm),,0.41,3.82,6,1,Epinephelus merra,False,1,50,-35,27.0,16,False,True,604923,33,,27.25,35,0.75,0.0,0.5,0.75,0.0,0.5,0.0,0.0,0.4,NA,0.5,29.7,0.0
Cephalopholis tauvina,Greasy grouper,3,11614.0,,,Perch-likes,Medium reef assoc. fish (30 - 89 cm),,0.14,4.23,6,1,Epinephelus tauvina,False,1,300,-32,86.0,17,False,True,604461,33,,86.31,30,0.5,0.0,0.5,0.0,0.25,0.5,0.5,0.0,1.0,NA,0.5,100.0,0.5
Cephalopholis miniatus,Coral hind,3,1080.0,,,Perch-likes,Medium reef assoc. fish (30 - 89 cm),,0.22,4.29,6,2,Cephalopholis miniata,False,1,150,-34,43.0,17,False,True,606450,33,,42.6,35,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.4,NA,0.5,28.6,0.0
Cephalopholis argus,Peacock hind,3,1721.0,,,Perch-likes,Medium reef assoc. fish (30 - 89 cm),,0.19,4.48,6,1,Cephalopholis argus,True,1,40,-34,50.0,17,False,True,606396,33,,50.37,29,0.75,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.4,NA,0.5,30.4,0.0
Cephalopholis sexfasciatus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cephalopholis swanius,Garish hind,3,623.0,,,Perch-likes,Medium demersals (30 - 89 cm),,0.26,4.0,6,80,Cephalopholis igarashiensis,False,1,250,-18,34.0,5,False,True,605366,33,,33.72,36,0.0,0.0,0.5,0.5,0.5,0.5,0.0,0.0,0.4,NA,0.5,28.3,0.0
Cephalopholis taeniops,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cephalopholis megachir,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cephalopholis panamensis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cephalopholis nigri,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cephalopholis oligosticta,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cephalopholis popino,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cephalopholis moara,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cephalopholis retouti,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cephalopholis cruentatus,Graysby,3,613.0,,,Perch-likes,Medium reef assoc. fish (30 - 89 cm),,0.25,4.25,6,1,Cephalopholis cruentata,True,1,170,-6,35.0,17,False,True,600012,33,,34.93,36,0.5,0.0,0.5,0.5,0.0,0.0,0.5,0.0,0.6,NA,0.5,61.1,0.5
Cephalopholis polyspila
Cephalopholis xanthopterus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cephalopholis albomarginatus,Masked grouper,3,431.0,,,Perch-likes,Medium reef assoc. fish (30 - 89 cm),,0.27,4.2,6,6,Gracila albomarginata,False,1,120,-24,32.0,17,False,True,606477,33,,32.47,29,0.5,0.0,0.5,0.5,0.0,0.5,0.0,0.0,0.4,NA,0.0,28.6,0.0
Cephalopholis nebulosus,Orangespotted grouper,3,12914.0,-112,-37,Perch-likes,Large reef assoc. fish (>=90 cm),42,0.17,4.0,6,1,Epinephelus coioides,False,1,100,-34,100.0,18,False,True,606465,33,180,75.8,38,0.5,0.0,0.5,0.5,0.0,0.5,0.0,0.0,0.6,NA,0.5,70.0,0.5
Trachurus symmetricus,Pacific jack mackerel,3,2169.0,-162,15,Perch-likes,Medium pelagics (30 - 89 cm),64,0.14,3.57,6,1,Trachurus symmetricus,True,1,9999,13,64.0,2,False,True,600368,37,-102,64.4,65,0.0,0.0,0.5,0.75,0.5,0.5,0.0,0.5,0.6,NA,0.25,70.0,0.5
Scatophagus tetracanthus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Scatophagus quadratus,Spotted scat,3,600.0,,,Perch-likes,Medium demersals (30 - 89 cm),,1.2,3.0,6,1,Scatophagus argus,True,1,4,-23,32.0,5,False,True,604698,39,,32.44,32,0.5,0.0,0.5,0.5,0.0,0.5,0.0,0.0,0.6,NA,0.75,59.0,0.75
Sphyrna tudes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sphyrna couardi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sphyrna blochii,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sphyrna mokorran,Great hammerhead,9,664206.0,,,Sharks & rays,Large sharks (>=90 cm),,0.06,4.32,6,1,Sphyrna mokarran,True,1,9999,-37,500.0,20,False,True,600914,38,,500.2,45,0.5,0.0,0.5,0.5,0.0,0.5,0.0,0.0,0.4,NA,0.5,60.4,0.0
Sphyrna lewini,Scalloped hammerhead,9,366387.0,-180,-38,Sharks & rays,Large sharks (>=90 cm),50,0.11,4.08,6,1,Sphyrna lewini,True,1,9999,-36,353.0,20,False,True,600912,38,180,352.6,46,0.5,0.0,0.5,0.5,0.0,0.5,0.0,0.5,0.6,NA,0.5,100.0,0.5
Chrysoblephus gibbiceps,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chrysoblephus laticeps,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chrysoblephus anglicus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Centropomus nigrescens,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Centropomus ambassis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Centropomus undecimalis,Common snook,3,7436.0,-101,-26,Perch-likes,Large demersals (>=90 cm),32,0.38,4.17,6,1,Centropomus undecimalis,False,1,22,-23,110.0,6,False,True,600345,33,-31,110.04,29,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.4,NA,0.5,36.1,0.5
Centropomus hober,Dory snapper,3,389.0,,,Perch-likes,Medium reef assoc. fish (30 - 89 cm),,0.3,3.79,6,3,Lutjanus fulviflamma,True,1,35,-35,29.0,17,False,True,600261,33,,24.8,40,0.75,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.6,NA,0.5,56.1,0.25
Centropomus poeyi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Centropomus medius,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Centropomus macrodon,Largetoothed cardinalfish,3,160.0,,,Perch-likes,Small reef assoc. fish (<30 cm),,0.62,4.01,6,1,Cheilodipterus macrodon,False,1,40,-24,20.0,16,False,True,605781,33,,19.99,30,0.5,0.0,0.5,0.5,0.0,0.5,0.5,0.0,0.6,NA,0.5,50.0,0.0
Centropomus armatus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Centropomus viridis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Centropomus pedimacula,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Centropomus robalito,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Centropomus aureus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Centropomus niloticus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Trachipterus arcticus,Dealfish,12,,,,Other fishes & inverts,Large bathypelagics (>=90 cm),,0.07,4.5,6,300,Trachipterus arcticus,False,1,600,25,278.0,9,False,True,603265,39,,277.7,72,0.0,0.0,0.5,0.5,0.0,0.5,0.0,0.5,0.2,NA,0.0,1.0,0.0
Spicara smaris,Picarel,3,51.0,,,Perch-likes,Small demersals (<30 cm),,0.57,3.0,6,15,Spicara smaris,False,1,9999,28,16.0,4,False,True,601766,39,,16.0,47,0.0,0.0,0.5,0.5,0.0,0.5,0.5,0.0,0.4,NA,0.5,30.4,0.0
Naso annulatus,Whitemargin unicornfish,3,12150.0,,,Perch-likes,Medium reef assoc. fish (30 - 89 cm),,0.21,2.12,6,1,Naso annulatus,False,1,60,-32,86.0,17,False,True,606019,33,,86.44,32,0.5,0.0,0.5,0.5,0.0,0.5,0.0,0.0,0.4,NA,0.5,30.4,0.0
Polymixia japonica,Silver eye,12,211.0,,,Other fishes & inverts,Medium bathypelagics (30 - 89 cm),,0.14,4.17,6,160,Polymixia japonica,True,1,628,6,30.0,8,False,True,612996,39,,30.0,40,0.0,0.0,0.5,0.5,0.0,0.5,0.0,0.5,0.2,NA,0.0,1.0,0.0
Sphoeroides maculatus,Northern puffer,12,456.0,-98,28,Other fishes & inverts,Medium demersals (30 - 89 cm),53,0.61,4.04,6,10,Sphoeroides maculatus,False,1,183,29,30.0,5,False,True,601181,33,-51,29.52,54,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.4,NA,0.5,29.0,0.5
Gymnothorax margaritophorus,Blotchnecked moray,12,470.0,,,Other fishes & inverts,Medium reef assoc. fish (30 - 89 cm),,,3.61,6,8,Gymnothorax margaritophorus,False,1,25,-24,69.0,17,False,True,605393,33,,69.1,30,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.4,NA,0.5,30.4,0.0
Merluccius productus,North Pacific hake,5,4098.0,-134,22,Cod-likes,Medium benthopelagics (30 - 89 cm),52,0.19,4.35,6,1,Merluccius productus,True,1,1000,15,82.0,14,False,True,600326,32,-105,81.72,51,0.0,0.0,0.5,0.5,0.0,0.5,0.0,0.5,0.4,NA,0.5,30.4,0.5
Salmo trutta fario,Sea trout,6,1151.0,-29,39,"Salmon, smelts, etc",Large pelagics (>=90 cm),69,0.29,3.36,6,1,Salmo trutta,True,1,210,34,140.0,3,False,True,600238,23,47,50.0,71,0.0,0.0,0.75,0.0,0.0,0.75,0.0,0.0,0.4,NA,0.75,50.4,0.75
Engraulis japonicus,Japanese anchovy,1,81.0,42,-10,Anchovies,Small pelagics (<30 cm),53,0.6,3.14,6,10,Engraulis japonicus,True,1,400,-7,15.0,1,False,True,601663,35,154,23.0,50,0.0,0.0,0.5,0.5,0.0,0.5,0.0,0.5,0.2,NA,0.5,1.0,0.0
Coregonus muksun,Muksun,6,8948.0,,,"Salmon, smelts, etc",Large benthopelagics (>=90 cm),,0.12,3.27,6,1,Coregonus muksun,False,1,50,-69,90.0,15,False,True,612547,23,,90.0,73,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.4,NA,0.5,30.4,0.5
Chelidonichthys capensis,Cape gurnard,8,1334.0,10,-37,Scorpionfishes,Medium demersals (30 - 89 cm),-16,0.27,4.1,6,10,Chelidonichthys capensis,False,1,390,-45,52.0,5,False,True,605504,34,52,49.0,-17,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.2,NA,0.5,1.0,0.0
Microchirus frechkopi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Microchirus variegatus,Thickback sole,7,387.0,-22,13,Flatfishes,Small to medium flatfishes (<90 cm),62,0.38,3.28,6,20,Microchirus variegatus,True,1,400,15,35.0,23,False,True,600032,31,39,35.0,60,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.4,NA,0.5,28.2,0.5
Microchirus azevia
Microchirus ocellatus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Microchirus profundiculus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Microchirus wittei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Oncorhynchus lagocephalus,Chum salmon,6,16358.0,,,"Salmon, smelts, etc",Large benthopelagics (>=90 cm),,0.35,3.74,6,1,Oncorhynchus keta,True,1,250,24,91.0,15,False,True,600241,23,,91.02,75,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.4,NA,0.5,30.4,0.5
Oncorhynchus scouleri,Pink salmon,6,3958.0,,,"Salmon, smelts, etc",Medium demersals (30 - 89 cm),,0.13,4.49,6,1,Oncorhynchus gorbuscha,True,1,250,32,62.0,5,False,True,600240,23,,62.32,79,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.4,NA,0.5,30.4,0.5
Oncorhynchus masou macrostomus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Oncorhynchus iwame,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Oncorhynchus chrysogaster,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Oncorhynchus clarkii pleuriticus
Oncorhynchus mykiss aguabonita,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Oncorhynchus nerka kennerlyi,Sockeye salmon,6,,,,"Salmon, smelts, etc",Medium pelagics (30 - 89 cm),,0.47,3.54,6,1,Oncorhynchus nerka,True,1,9999,42,76.0,2,False,True,600243,23,,76.44,72,0.0,0.0,0.75,0.5,0.0,0.5,0.0,0.0,0.4,NA,0.5,30.4,0.5
Oncorhynchus tshawytsha,Chinook salmon,6,,,,"Salmon, smelts, etc",Large benthopelagics (>=90 cm),,0.07,4.4,6,1,Oncorhynchus tshawytscha,True,1,375,27,132.0,15,False,True,600244,23,,131.57,75,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.4,NA,0.5,45.8,0.5
Pseudohemiodon devincenzii,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
