scientific,common_name,commercial_group_id,woo,x_min,y_min,commercial_group,functional_group,y_max,k,tl,taxon_level_id,min_depth,scientific_name,has_map,taxon_group_id,max_depth,lat_south,sl_max_cm,functional_group_id,is_baltic_only,has_habitat_index,taxon_key,isscaap_id,x_max,loo,lat_north,coral,abyssal,shelf,offshore,seamount,others,seagrass,slope,habitat_diversity_index,offshore_back,inshore,effective_d,estuaries
Pseudohemiodon amazonus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pseudohemiodon laticeps,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pseudohemiodon cryptodon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pseudohemiodon platycephalus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Auxis thazzard,Frigate tuna,4,1387.0,,,Tuna & billfishes,Medium pelagics (30 - 89 cm),,0.94,4.37,6,50,Auxis thazard,True,1,1000,-51,59.0,2,False,True,600094,36,,49.0,61,0.0,0.0,0.5,0.25,0.0,0.5,0.0,0.0,0.2,NA,0.75,1.0,0.0
Auxis rochei eudorax
Auxis thazard brachydorax,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Deania hystricosa,Rough longnose dogfish,9,4045.0,,,Sharks & rays,Small to medium sharks (<90 cm),,0.07,4.48,6,600,Deania hystricosa,False,1,1000,-54,89.0,19,False,True,600671,38,,89.38,39,0.0,0.0,0.25,0.5,0.0,0.5,0.0,0.75,0.2,NA,0.0,1.0,0.0
Lutjanus synagris,Lane snapper,3,577.0,-101,-30,Perch-likes,Medium reef assoc. fish (30 - 89 cm),41,0.31,3.82,6,10,Lutjanus synagris,True,1,400,-27,49.0,17,False,True,600181,33,-31,35.0,38,0.75,0.0,0.5,0.0,0.0,0.5,0.75,0.0,0.8,NA,0.5,98.0,0.5
Chelidonichthys cuculus,Red gurnard,8,743.0,,,Scorpionfishes,Medium demersals (30 - 89 cm),,0.38,3.81,6,15,Chelidonichthys cuculus,False,1,400,15,42.0,5,False,True,600044,34,,41.8,60,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.2,NA,0.5,1.0,0.0
Scomber colias,Atlantic chub mackerel,3,1112.0,,,Perch-likes,Medium pelagics (30 - 89 cm),,0.47,3.91,6,1,Scomber colias,True,1,500,-40,49.0,2,False,True,654736,36,,49.04,46,0.0,0.0,0.5,0.5,0.0,0.5,0.0,0.5,0.2,NA,0.5,1.0,0.0
Epinephelus polyphekadion,Camouflage grouper,3,9782.0,,,Perch-likes,Large reef assoc. fish (>=90 cm),,0.11,3.99,6,1,Epinephelus polyphekadion,True,1,46,-34,90.0,18,False,True,606473,33,,90.0,30,0.5,0.0,0.5,0.5,0.0,0.5,0.0,0.0,0.4,NA,0.5,30.4,0.0
Centroscymnus owstonii,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acanthurus nigrofuscus,Brown surgeonfish,3,90.0,,,Perch-likes,Small reef assoc. fish (<30 cm),,0.79,2.0,6,1,Acanthurus nigrofuscus,False,1,25,-34,16.0,16,False,True,604739,33,,15.97,31,0.5,0.0,0.5,0.5,0.0,0.5,0.0,0.0,0.4,NA,0.5,30.4,0.0
Cetorhinus maximus,Basking shark,9,,,,Sharks & rays,Large sharks (>=90 cm),,0.06,3.2,6,1,Cetorhinus maximus,True,1,2000,-55,804.0,20,False,True,600090,38,,803.6,72,0.0,0.0,0.5,0.5,0.5,0.5,0.0,0.5,0.4,NA,0.5,60.4,0.0
Etelis carbunculus,Deepwater red snapper,3,1557.0,,,Perch-likes,Large demersals (>=90 cm),,0.26,4.49,6,90,Etelis carbunculus,False,1,400,-25,118.0,6,False,True,600087,33,,56.0,34,0.0,0.0,0.5,0.5,0.5,0.5,0.0,0.5,0.4,NA,0.5,38.8,0.0
Sargocentron violaceum,Violet squirrelfish,12,820.0,,,Other fishes & inverts,Medium reef assoc. fish (30 - 89 cm),,0.46,3.55,6,1,Sargocentron violaceum,False,1,30,-24,39.0,17,False,True,604909,33,,38.6,30,0.25,0.0,0.25,0.25,0.0,0.25,0.0,0.0,0.4,NA,0.0,28.2,0.0
Synodus dermatogenys,Sand lizardfish,12,117.0,,,Other fishes & inverts,Small reef assoc. fish (<30 cm),,0.84,4.2,6,1,Synodus dermatogenys,True,1,97,-32,21.0,16,False,True,612620,33,,21.29,30,0.5,0.0,0.5,0.5,0.0,0.5,0.0,0.0,0.4,NA,0.5,30.4,0.0
Clupea pallasii pallasii,Pacific herring,2,317.0,,,Herring-likes,Medium pelagics (30 - 89 cm),,0.62,3.16,6,1,Clupea pallasii pallasii,True,1,9999,33,39.0,2,False,True,601520,35,,32.0,77,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.4,NA,0.75,28.2,0.5
Atractoscion aequidens,Geelbeck croaker,3,14800.0,,,Perch-likes,Large benthopelagics (>=90 cm),,0.27,3.89,6,15,Atractoscion aequidens,True,1,200,-28,112.0,15,False,True,600420,33,,111.93,14,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.4,NA,0.5,36.9,0.5
Pteragogus guttatus,Sneaky wrasse,3,4.0,,,Perch-likes,Small demersals (<30 cm),,0.84,3.4,6,2,Pteragogus guttatus,False,1,67,-12,7.0,4,False,True,605621,33,,7.0,19,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.4,NA,0.5,30.4,0.0
Anchoa mitchilli,Bay anchovy,1,7.0,-100,22,Anchovies,Small pelagics (<30 cm),43,0.51,3.46,6,1,Anchoa mitchilli,True,1,36,23,10.0,1,False,True,600545,35,-63,10.0,42,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.4,NA,0.75,30.4,0.75
Scomberomorus niphonius,Japanese Spanish mackerel,3,,106,17,Perch-likes,Large pelagics (>=90 cm),43,0.69,4.5,6,1,Scomberomorus niphonius,True,1,200,18,95.0,3,False,True,600131,36,144,94.8,45,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.2,NA,0.5,1.0,0.0
Plectorhinchus picus,Painted sweetlip,3,4125.0,,,Perch-likes,Medium reef assoc. fish (30 - 89 cm),,0.18,3.85,6,3,Plectorhinchus picus,False,1,50,-32,70.0,17,False,True,606370,33,,70.17,32,0.5,0.0,0.5,0.5,0.0,0.5,0.0,0.0,0.6,NA,0.5,70.0,0.5
Mugil soiuy,So-iny mullet,3,3166.0,116,22,Perch-likes,Medium demersals (30 - 89 cm),35,0.18,2.5,6,10,Liza haematocheila,False,1,50,23,71.0,5,False,True,657506,33,134,71.21,34,0.0,0.0,0.25,0.0,0.0,0.5,0.0,0.0,0.4,NA,0.75,30.4,0.75
Candidia barbata,Candidia barbata,12,18.0,,,Other fishes & inverts,Small demersals (<30 cm),,0.42,2.88,6,1,Candidia barbata,True,1,10,20,15.0,4,False,True,617304,11,,14.88,26,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.4,NA,0.5,30.4,0.5
Gymnothorax elegans,Elegant moray,12,207.0,,,Other fishes & inverts,Medium demersals (30 - 89 cm),,,3.98,6,92,Gymnothorax elegans,True,1,450,-30,53.0,5,False,True,623130,33,,53.05,40,0.5,0.0,0.5,0.5,0.0,0.5,0.0,0.0,0.4,NA,0.5,30.4,0.0
Hemigymnus fasciatus,Barred thicklip,3,,,,Perch-likes,Medium reef assoc. fish (30 - 89 cm),,0.28,3.21,6,1,Hemigymnus fasciatus,False,1,20,-30,25.0,17,False,True,605635,33,,25.21,30,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.4,NA,0.5,30.4,0.0
Epinephelus melanostigma,One-blotch grouper,3,,,,Perch-likes,Medium reef assoc. fish (30 - 89 cm),,0.31,4.03,6,1,Epinephelus melanostigma,True,1,30,-34,30.0,17,False,True,606471,33,,30.08,29,0.5,0.0,0.5,0.5,0.0,0.5,0.0,0.0,0.4,NA,0.0,29.0,0.0
Tetrapturus pfluegeri,Longbill spearfish,4,,-104,-39,Tuna & billfishes,Large pelagics (>=90 cm),44,0.37,4.4,6,1,Tetrapturus pfluegeri,True,1,9999,-33,248.0,3,False,True,600220,36,32,247.65,44,0.0,0.0,0.5,0.75,0.0,0.5,0.0,0.5,0.2,NA,0.25,1.0,0.0
Herklotsichthys quadrimaculatus,Bluestripe herring,2,202.0,,,Herring-likes,Small pelagics (<30 cm),,1.71,3.57,6,1,Herklotsichthys quadrimaculatus,True,1,13,-30,25.0,1,False,True,601494,35,,25.0,37,0.5,0.0,0.5,0.0,0.0,0.5,0.5,0.0,0.8,NA,0.5,50.0,0.5
Sebastes goodei,Chilipepper rockfish,8,,-173,22,Scorpionfishes,Medium demersals (30 - 89 cm),56,0.23,3.58,6,1,Sebastes goodei,False,1,425,24,46.0,5,False,True,603971,33,-104,45.92,54,0.0,0.0,0.5,0.5,0.0,0.5,0.0,0.0,0.2,NA,0.5,1.0,0.0
Stegastes lividus
Mola atkinsonii,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mola planci,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mola buchanani,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Arius fangi
Arius coelatus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Arius danielsi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Arius mercatoris,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Arius leptaspis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Arius dispar,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Arius izabellensis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Arius couma,Couma sea catfish,12,3809.0,,,Other fishes & inverts,Medium demersals (30 - 89 cm),,0.11,3.87,6,15,Sciades couma,False,1,40,-10,80.0,5,False,True,600948,33,,79.54,12,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.4,NA,0.75,30.4,1.0
Arius froggatti,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Arius oncinus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Arius harmandi
Arius quadriscutis,Bressou sea catfish,12,485.0,,,Other fishes & inverts,Medium demersals (30 - 89 cm),,0.2,3.5,6,1,Aspistor quadriscutis,False,1,50,-30,41.0,5,False,True,600956,33,,41.0,10,0.0,0.0,0.5,0.5,0.0,0.5,0.0,0.0,0.4,NA,0.5,28.3,0.75
Arius pavimentatus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Arius jatius,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Arius stirlingi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Arius macrorhynchus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Arius brunellii,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Arius fuscus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Arius longibarbis
Gymnura micrura,Smooth butterfly ray,9,3605.0,,,Sharks & rays,Small to medium rays (<90 cm),,,3.6,6,5,Gymnura micrura,True,1,40,-30,63.0,21,False,True,602579,38,,63.14,41,0.0,0.0,0.5,0.5,0.0,0.75,0.0,0.0,0.4,NA,0.5,30.4,0.5
Spectrunculus grandis,Pudgy cuskeel,12,14252.0,,,Other fishes & inverts,Large benthopelagics (>=90 cm),,0.1,3.57,6,800,Spectrunculus grandis,True,1,4300,-59,127.0,15,False,True,608991,34,,127.0,57,0.0,0.5,0.5,0.5,0.5,0.5,0.0,0.5,0.4,NA,0.0,43.2,0.0
Ruvettus pretiosus,Oilfish,3,111566.0,,,Perch-likes,Large benthopelagics (>=90 cm),,0.07,4.08,6,100,Ruvettus pretiosus,True,1,800,-43,264.0,15,False,True,601044,37,,264.11,55,0.0,0.0,0.75,0.75,0.0,0.75,0.0,0.25,0.2,NA,0.0,1.0,0.0
Sargocentron lepros,Spiny squirrelfish,12,73.0,,,Other fishes & inverts,Small reef assoc. fish (<30 cm),,0.97,4.05,6,10,Sargocentron lepros,False,1,45,-90,17.0,16,False,True,627348,33,,17.16,90,0.5,0.0,0.5,0.5,0.0,0.5,0.0,0.0,0.4,NA,0.5,30.4,0.0
Parapercis millepunctata,Blackdotted sand perch,3,24.0,,,Perch-likes,Small reef assoc. fish (<30 cm),,0.42,3.54,6,3,Parapercis millepunctata,False,1,50,-30,15.0,16,False,True,606670,39,,15.2,30,0.5,0.0,0.5,0.5,0.0,0.5,0.0,0.0,0.4,NA,0.0,30.4,0.0
Coregonus lavaretus,European whitefish,6,279.0,,,"Salmon, smelts, etc",Medium demersals (30 - 89 cm),,0.55,3.13,6,1,Coregonus lavaretus,True,1,21,40,59.0,5,False,True,600232,23,,32.0,73,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.4,NA,0.5,30.4,0.5
Pristipomoides zonatus,Oblique-banded snapper,3,671.0,,,Perch-likes,Medium demersals (30 - 89 cm),,0.3,4.04,6,70,Pristipomoides zonatus,False,1,300,-29,41.0,5,False,True,600211,33,,40.78,35,0.5,0.0,0.5,0.5,0.5,0.5,0.0,0.5,0.6,NA,0.5,61.6,0.0
Rhizoprionodon porosus,Caribbean sharpnose shark,9,2843.0,,,Sharks & rays,Large sharks (>=90 cm),,0.35,3.99,6,1,Rhizoprionodon porosus,True,1,500,-40,90.0,20,False,True,600903,38,,90.2,28,0.5,0.0,0.5,0.5,0.0,0.5,0.0,0.5,0.6,NA,0.75,70.0,0.75
Rhabdosargus globiceps,White stumpnose,3,,-11,-37,Perch-likes,Medium benthopelagics (30 - 89 cm),-12,0.16,3.04,6,10,Rhabdosargus globiceps,True,1,100,-36,53.0,14,False,True,600449,33,68,53.3,-13,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.4,NA,0.5,30.4,0.5
Rioraja agassizii,Rio skate,9,1779.0,,,Sharks & rays,Small to medium rays (<90 cm),,0.14,3.55,6,1,Rioraja agassizii,True,1,130,-90,69.0,21,False,True,650857,38,,69.0,90,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.2,NA,0.5,1.0,0.0
Ocyurus chrysurus,Yellowtail snapper,3,1043.0,-101,-4,Perch-likes,Medium reef assoc. fish (30 - 89 cm),47,0.25,4.03,6,1,Ocyurus chrysurus,False,1,180,-2,85.0,17,False,True,600188,33,-40,44.0,45,0.75,0.0,0.25,0.0,0.0,0.5,0.0,0.0,0.4,NA,0.5,30.4,0.0
Alepocephalus agassizii,Agassiz slickhead,6,4750.0,,,"Salmon, smelts, etc",Medium bathydemersals (30 - 89 cm),,0.09,3.38,6,600,Alepocephalus agassizii,True,1,2500,15,79.0,11,False,True,609171,23,,79.0,70,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.5,0.2,NA,0.0,1.0,0.0
Liopropoma maculatum,Liopropoma maculatum,3,130.0,,,Perch-likes,Small demersals (<30 cm),,0.4,3.7,6,100,Liopropoma maculatum,True,1,400,-28,22.0,4,False,True,612848,33,,21.7,40,0.25,0.0,0.25,0.25,0.0,0.25,0.0,0.0,0.4,NA,0.25,30.4,0.0
Harpadon nehereus,Bombay duck,12,62.0,37,-15,Other fishes & inverts,Medium benthopelagics (30 - 89 cm),33,1.22,4.2,6,50,Harpadon nehereus,True,1,300,-19,32.0,14,False,True,600260,33,156,26.0,40,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.4,NA,0.5,28.6,0.5
Synodus marchenae,Lizardfish,12,119.0,,,Other fishes & inverts,Small reef assoc. fish (<30 cm),,0.76,4.16,6,2,Synodus marchenae,False,1,200,-90,22.0,16,False,True,650023,33,,21.94,90,0.0,0.0,0.5,0.5,0.0,0.5,0.0,0.0,0.2,NA,0.5,1.0,0.0
Miichthys miiuy,Mi-iuy croaker,3,4101.0,114,22,Perch-likes,Medium demersals (30 - 89 cm),26,0.32,3.5,6,15,Miichthys miiuy,False,1,100,22,70.0,5,False,True,604569,33,122,70.0,26,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.4,NA,0.5,30.4,0.5
Macrodon ancylodon,King weakfish,3,433.0,-86,-39,Perch-likes,Medium demersals (30 - 89 cm),13,0.36,4.01,6,10,Macrodon ancylodon,True,1,60,-40,36.0,5,False,True,600417,33,-32,36.4,11,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.4,NA,0.5,28.2,0.5
Pterocaesio trilineata,Three-stripe fusilier,3,64.0,,,Perch-likes,Small reef assoc. fish (<30 cm),,0.88,3.4,6,1,Pterocaesio trilineata,False,1,30,-30,16.0,16,False,True,601886,39,,16.4,20,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.2,NA,0.5,1.0,0.0
Carangoides plagiotaenia,Barcheek trevally,3,954.0,,,Perch-likes,Medium reef assoc. fish (30 - 89 cm),,0.4,4.03,6,2,Carangoides plagiotaenia,False,1,200,-23,41.0,17,False,True,601910,37,,41.0,30,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.4,NA,0.5,28.3,0.5
Polynemus octonemus,Atlantic threadfin,3,77.0,,,Perch-likes,Small demersals (<30 cm),,2.52,3.6,6,5,Polydactylus octonemus,False,1,66,18,25.0,4,False,True,601110,33,,24.84,42,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.2,NA,0.75,1.0,0.0
Polynemus specularis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Polynemus quinquarius,Royal threadfin,3,76.0,-86,-12,Perch-likes,Small demersals (<30 cm),16,0.64,3.56,6,10,Pentanemus quinquarius,False,1,70,-18,29.0,4,False,True,600342,33,19,29.3,17,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.4,NA,0.5,29.2,0.75
Polynemus microstomus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Polynemus uronemus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Polynemus macrophthalmus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Polynemus oligodon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Polynemus sexradiatus,Flying gurnard,8,1169.0,,,Scorpionfishes,Medium reef assoc. fish (30 - 89 cm),,0.58,3.65,6,1,Dactylopterus volitans,False,1,100,-45,50.0,17,False,True,601021,39,,50.0,52,0.0,0.0,0.5,0.5,0.0,0.5,0.0,0.0,0.4,NA,0.5,30.4,0.5
Polynemus toposui,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Polynemus kapuasensis
Polynemus longipectoralis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Polynemus quadrifilis,Giant African threadfin,3,42957.0,-19,-12,Perch-likes,Large demersals (>=90 cm),15,0.13,4.01,6,15,Polydactylus quadrifilis,False,1,55,-13,151.0,6,False,True,605002,33,16,151.0,22,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.4,NA,0.75,60.4,0.5
Polynemus aquilonaris
Polynemus verekeri,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Polynemus polydactylus,Lesser African threadfin,3,576.0,-19,-13,Perch-likes,Medium demersals (30 - 89 cm),40,0.43,3.57,6,10,Galeoides decadactylus,True,1,70,-16,36.0,5,False,True,600341,33,16,36.3,38,0.0,0.0,0.25,0.0,0.0,0.5,0.0,0.0,0.4,NA,0.5,28.2,0.75
Polynemus virginicus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Polynemus melanopus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Polynemus xanthonemus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Decapterus macarellus,Mackerel scad,3,832.0,,,Perch-likes,Medium pelagics (30 - 89 cm),,1.2,3.96,6,1,Decapterus macarellus,True,1,9999,-46,40.0,2,False,True,600993,37,,39.88,54,0.0,0.0,0.5,0.5,0.0,0.5,0.0,0.0,0.2,NA,0.5,1.0,0.0
Parapsettus panamensis,Panama spadefish,3,331.0,,,Perch-likes,Small reef assoc. fish (<30 cm),,0.52,3.5,6,1,Parapsettus panamensis,False,1,50,-15,25.0,16,False,True,608326,33,,25.44,37,0.5,0.0,0.5,0.5,0.0,0.5,0.0,0.0,0.4,NA,0.5,30.4,0.0
Lepidion ensiferus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lepidion verecundum,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lepidion eques,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lepidion capensis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lepidion guentheri,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gasterochisma melampus,Butterfly kingfish,3,,,,Perch-likes,Large pelagics (>=90 cm),,0.17,4.35,6,200,Gasterochisma melampus,False,1,9999,-55,151.0,3,False,True,600100,36,,150.88,-19,0.0,0.0,0.5,0.5,0.5,0.5,0.0,0.5,0.4,NA,0.5,60.4,0.0
Muraenesox savanna,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
