"X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","species","country","localities","source","commercial.group","functional.group","group.level","group.match","canonical","worldbank","NAME_CIAWF","CONTINENT","included"
0,0,0,0,0,0,0,0,0,0,100,0,"Salmo renke","Germany","Ammersee","Fishbase","Salmon, smelts, etc","Large benthopelagics (>=90 cm)","genus",1,"Germany","Germany","Germany","Europe",FALSE
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Salmo renke","Austria","Hallstädtersee See","Fishbase","Salmon, smelts, etc","Large benthopelagics (>=90 cm)","genus",1,"Austria","Austria","Austria","Europe",FALSE
0,0,0,0,0,0,0,0,0,0,0,100,"Salmo renke","Germany","Kochelsee, Walchensee","Fishbase","Salmon, smelts, etc","Large benthopelagics (>=90 cm)","genus",1,"Germany","Germany","Germany","Europe",FALSE
0,0,0,0,0,0,0,0,0,0,100,100,"Salmo renke","Germany","Schliersee","Fishbase","Salmon, smelts, etc","Large benthopelagics (>=90 cm)","genus",1,"Germany","Germany","Germany","Europe",FALSE
0,0,0,0,0,0,0,0,0,0,100,0,"Salmo renke","Germany","Starnbergersee","Fishbase","Salmon, smelts, etc","Large benthopelagics (>=90 cm)","genus",1,"Germany","Germany","Germany","Europe",FALSE
100,0,0,0,0,0,0,0,0,0,0,100,"Salmo renke","Germany","Tegernsee","Fishbase","Salmon, smelts, etc","Large benthopelagics (>=90 cm)","genus",1,"Germany","Germany","Germany","Europe",FALSE
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Salmo renke","Austria","Traunsee","Fishbase","Salmon, smelts, etc","Large benthopelagics (>=90 cm)","genus",1,"Austria","Austria","Austria","Europe",FALSE
0,0,0,0,0,0,0,0,0,0,0,100,"Salmo rhodanensis","Switzerland","Rhône","Fishbase","Salmon, smelts, etc","Large benthopelagics (>=90 cm)","genus",1,"Switzerland","Switzerland","Switzerland","Europe",FALSE
0,0,0,0,0,0,0,0,0,0,0,100,"Salmo rhodanensis","France","Rhône drainage","Fishbase","Salmon, smelts, etc","Large benthopelagics (>=90 cm)","genus",1,"France","France","France","Europe",FALSE
0,0,0,0,100,100,0,0,0,0,0,0,"Salmo rivularis","Italy","Adriatic basin","Fishbase","Salmon, smelts, etc","Large benthopelagics (>=90 cm)","genus",1,"Italy","Italy","Italy","Europe",FALSE
0,0,0,0,100,100,100,0,0,0,0,0,"Salmo rivularis","Finland","Finland","Fishbase","Salmon, smelts, etc","Large benthopelagics (>=90 cm)","genus",1,"Finland","Finland","Finland","Europe",FALSE
0,0,0,100,100,100,100,0,0,0,0,0,"Salmo rivularis","France","France","Fishbase","Salmon, smelts, etc","Large benthopelagics (>=90 cm)","genus",1,"France","France","France","Europe",FALSE
0,0,0,100,100,100,0,0,0,0,0,0,"Salmo rivularis","","not specified","Fishbase","Salmon, smelts, etc","Large benthopelagics (>=90 cm)","genus",1,"","","",NA,FALSE
0,0,0,100,100,100,100,0,0,0,0,0,"Salmo rivularis","UK","Not stated","Fishbase","Salmon, smelts, etc","Large benthopelagics (>=90 cm)","genus",1,"United Kingdom","United Kingdom","United Kingdom","Europe",FALSE
0,0,0,0,0,100,100,0,0,0,0,0,"Salmo rivularis","Germany","Schleswig-Holstein","Fishbase","Salmon, smelts, etc","Large benthopelagics (>=90 cm)","genus",1,"Germany","Germany","Germany","Europe",FALSE
0,0,0,0,0,0,0,0,100,100,0,0,"Salmo rizeensis","Turkey","not specified","Fishbase","Salmon, smelts, etc","Large benthopelagics (>=90 cm)","genus",1,"Turkey","Turkey","Turkey","Asia",FALSE
100,100,0,0,0,0,100,100,100,100,100,100,"Salmo salvelinus profundus",NA,"Lake Constance","Fishbase","Salmon, smelts, etc","Large benthopelagics (>=90 cm)","genus",1,NA,NA,NA,"Europe",FALSE
0,0,0,0,0,0,100,100,0,0,0,0,"Salmo schokur","","Arctic and subarctic region.","Fishbase","Salmon, smelts, etc","Large benthopelagics (>=90 cm)","genus",1,"","","",NA,FALSE
0,0,0,0,0,0,0,0,0,100,100,0,"Salmo schokur","","Arctic Ocean","Fishbase","Salmon, smelts, etc","Large benthopelagics (>=90 cm)","genus",1,"","","","Seven seas (open ocean)",FALSE
0,0,0,0,0,0,0,0,0,100,0,0,"Salmo schokur","Russia","Enisey river","Fishbase","Salmon, smelts, etc","Large benthopelagics (>=90 cm)","genus",1,"Russia","Russian Federation","Russia","Europe",FALSE
0,0,0,0,0,0,0,0,0,100,100,0,"Salmo schokur","","Nizhnyaya Tunguska","Fishbase","Salmon, smelts, etc","Large benthopelagics (>=90 cm)","genus",1,"","","","Asia",FALSE
0,0,0,0,0,0,0,0,100,100,100,0,"Salmo schokur","","Not specified","Fishbase","Salmon, smelts, etc","Large benthopelagics (>=90 cm)","genus",1,"","","",NA,FALSE
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Salmo scouleri","Russia","Amur River, Siberia","Fishbase","Salmon, smelts, etc","Large benthopelagics (>=90 cm)","genus",1,"Russia","Russian Federation","Russia","Europe",FALSE
0,0,0,0,0,0,100,100,100,100,0,0,"Salmo scouleri","Canada","British Columbia","Fishbase","Salmon, smelts, etc","Large benthopelagics (>=90 cm)","genus",1,"Canada","Canada","Canada","North America",FALSE
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Salmo scouleri","Alaska","Kuskokwim River","Fishbase","Salmon, smelts, etc","Large benthopelagics (>=90 cm)","genus",1,"Alaska","United States","United States","North America",FALSE
0,0,0,0,0,0,0,0,100,100,0,0,"Salmo scouleri","Russia","Moochka River, Murman area, 1960","Fishbase","Salmon, smelts, etc","Large benthopelagics (>=90 cm)","genus",1,"Russia","Russian Federation","Russia","Europe",FALSE
0,0,0,0,0,0,0,100,100,100,100,0,"Salmo scouleri","","not specified","Fishbase","Salmon, smelts, etc","Large benthopelagics (>=90 cm)","genus",1,"","","",NA,FALSE
0,0,0,0,0,0,0,0,100,100,100,0,"Salmo scouleri","Korea (South)","to be filled","Fishbase","Salmon, smelts, etc","Large benthopelagics (>=90 cm)","genus",1,"South Korea","Korea, Rep.","Korea, South","Asia",FALSE
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Salmo scouleri","","Ulika river","Fishbase","Salmon, smelts, etc","Large benthopelagics (>=90 cm)","genus",1,"","","",NA,FALSE
0,0,0,0,0,0,100,0,0,0,0,0,"Salmo scouleri","","Yukon","Fishbase","Salmon, smelts, etc","Large benthopelagics (>=90 cm)","genus",1,"","","","North America",FALSE
0,0,0,0,0,0,0,100,100,100,100,0,"Salmo sikus","","Arctic Ocean basin","Fishbase","Salmon, smelts, etc","Large benthopelagics (>=90 cm)","genus",1,"","","","Seven seas (open ocean)",FALSE
100,0,0,0,0,0,0,0,100,100,100,100,"Salmo sikus","","European lakes.","Fishbase","Salmon, smelts, etc","Large benthopelagics (>=90 cm)","genus",1,"","","","Europe",FALSE
0,0,0,0,0,0,0,0,0,0,100,0,"Salmo sikus","Alaska","Kuskokwim river near Bethel","Fishbase","Salmon, smelts, etc","Large benthopelagics (>=90 cm)","genus",1,"Alaska","United States","United States","North America",FALSE
0,0,0,0,0,0,0,0,0,100,0,0,"Salmo sikus","","Not specified","Fishbase","Salmon, smelts, etc","Large benthopelagics (>=90 cm)","genus",1,"","","",NA,FALSE
0,0,100,100,100,100,0,0,0,0,0,0,"Salmo silus","Norway","(shelf and slope >300 m depth), 1980-83","Fishbase","Salmon, smelts, etc","Large benthopelagics (>=90 cm)","genus",1,"Norway","Norway","Norway","Europe",TRUE
0,0,0,100,100,0,0,0,0,0,0,0,"Salmo silus","Denmark","north-eastern North Sea and Skagerrak-  the Norwegian Deep, 1984-87","Fishbase","Salmon, smelts, etc","Large benthopelagics (>=90 cm)","genus",1,"Denmark","Denmark","Denmark","Europe",TRUE
0,0,0,0,100,0,0,0,0,0,0,0,"Salmo socialis","Russia","Aniva Bay","Fishbase","Salmon, smelts, etc","Large benthopelagics (>=90 cm)","genus",1,"Russia","Russian Federation","Russia","Europe",FALSE
0,0,100,100,100,100,100,100,0,0,0,0,"Salmo socialis","","Barents Sea","Fishbase","Salmon, smelts, etc","Large benthopelagics (>=90 cm)","genus",1,"","","","Europe",FALSE
0,0,0,0,0,100,100,0,0,0,0,0,"Salmo socialis","Norway","eastern Murman coast","Fishbase","Salmon, smelts, etc","Large benthopelagics (>=90 cm)","genus",1,"Norway","Norway","Norway","Europe",FALSE
0,0,100,100,100,0,0,0,0,0,0,0,"Salmo socialis","Russia","Finnmark, western and central Murman","Fishbase","Salmon, smelts, etc","Large benthopelagics (>=90 cm)","genus",1,"Russia","Russian Federation","Russia","Europe",FALSE
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Salmo socialis","Russia","Gulf of Anadyr (Bering Sea)","Fishbase","Salmon, smelts, etc","Large benthopelagics (>=90 cm)","genus",1,"Russia","Russian Federation","Russia","Europe",FALSE
0,0,0,0,0,100,100,0,0,0,0,0,"Salmo socialis","Russia","Kola Bay in the West to the Cheshskaya Inlet in the East","Fishbase","Salmon, smelts, etc","Large benthopelagics (>=90 cm)","genus",1,"Russia","Russian Federation","Russia","Europe",FALSE
0,0,0,0,0,100,100,100,0,0,0,0,"Salmo socialis","","Middle Cove Beach","Fishbase","Salmon, smelts, etc","Large benthopelagics (>=90 cm)","genus",1,"","","","North America",FALSE
0,0,0,0,0,100,100,100,0,0,0,0,"Salmo socialis","","Newfoundland","Fishbase","Salmon, smelts, etc","Large benthopelagics (>=90 cm)","genus",1,"","","","North America",FALSE
0,0,100,100,0,0,0,0,0,0,0,0,"Salmo socialis","Norway","Norwegian-western Murman coast","Fishbase","Salmon, smelts, etc","Large benthopelagics (>=90 cm)","genus",1,"Norway","Norway","Norway","Europe",FALSE
0,0,0,0,0,0,0,100,100,0,0,0,"Salmo socialis","Russia","Novaya Zemlya","Fishbase","Salmon, smelts, etc","Large benthopelagics (>=90 cm)","genus",1,"Russia","Russian Federation","Russia","Europe",FALSE
0,0,0,100,100,100,100,100,100,100,0,0,"Salmo socialis","","Pacific coasts","Fishbase","Salmon, smelts, etc","Large benthopelagics (>=90 cm)","genus",1,"","","",NA,FALSE
0,0,0,0,0,0,100,0,0,0,0,0,"Salmo socialis","Russia","Sakhalin Island, northeastern coast","Fishbase","Salmon, smelts, etc","Large benthopelagics (>=90 cm)","genus",1,"Russia","Russian Federation","Russia","Europe",FALSE
0,0,0,100,0,0,0,0,0,0,0,0,"Salmo socialis","Russia","Sakhalin Island, southwestern coast","Fishbase","Salmon, smelts, etc","Large benthopelagics (>=90 cm)","genus",1,"Russia","Russian Federation","Russia","Europe",FALSE
0,0,0,0,0,0,100,0,0,0,0,0,"Salmo socialis","Russia","Sakhalinskiy Bay","Fishbase","Salmon, smelts, etc","Large benthopelagics (>=90 cm)","genus",1,"Russia","Russian Federation","Russia","Europe",FALSE
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Salmo socialis","Russia","Sea of Okhotsk","Fishbase","Salmon, smelts, etc","Large benthopelagics (>=90 cm)","genus",1,"Russia","Russian Federation","Russia","Europe",FALSE
100,100,100,0,0,0,0,0,0,0,0,100,"Salmo socialis","Iceland","south and west of Iceland","Fishbase","Salmon, smelts, etc","Large benthopelagics (>=90 cm)","genus",1,"Iceland","Iceland","Iceland","Europe",FALSE
0,0,0,0,0,0,0,0,100,100,0,0,"Salmo socialis","Canada","southern British Columbia","Fishbase","Salmon, smelts, etc","Large benthopelagics (>=90 cm)","genus",1,"Canada","Canada","Canada","North America",FALSE
0,0,0,0,100,100,0,0,0,0,0,0,"Salmo socialis","Russia","west Kamchatka","Fishbase","Salmon, smelts, etc","Large benthopelagics (>=90 cm)","genus",1,"Russia","Russian Federation","Russia","Europe",FALSE
0,0,0,0,0,0,0,100,100,0,0,0,"Salmo socialis","Russia","western coast of Novaya Zemlya and Indiga Bay","Fishbase","Salmon, smelts, etc","Large benthopelagics (>=90 cm)","genus",1,"Russia","Russian Federation","Russia","Europe",FALSE
0,100,100,100,100,0,0,0,0,0,0,0,"Salmo spirinchus","France","France","Fishbase","Salmon, smelts, etc","Large benthopelagics (>=90 cm)","genus",1,"France","France","France","Europe",FALSE
0,0,100,100,0,0,0,0,0,0,0,0,"Salmo spirinchus","","not specified","Fishbase","Salmon, smelts, etc","Large benthopelagics (>=90 cm)","genus",1,"","","",NA,FALSE
0,0,100,0,0,0,0,0,0,0,0,0,"Salmo spirinchus","Germany","Schleswig-Holstein","Fishbase","Salmon, smelts, etc","Large benthopelagics (>=90 cm)","genus",1,"Germany","Germany","Germany","Europe",FALSE
0,0,100,100,100,0,0,0,0,0,0,0,"Salmo spirinchus","","to be filled","Fishbase","Salmon, smelts, etc","Large benthopelagics (>=90 cm)","genus",1,"","","",NA,FALSE
0,0,100,100,0,0,0,0,0,0,0,0,"Salmo spirinchus","UK","UK","Fishbase","Salmon, smelts, etc","Large benthopelagics (>=90 cm)","genus",1,"United Kingdom","United Kingdom","United Kingdom","Europe",FALSE
0,100,100,100,100,0,0,0,0,0,0,0,"Salmo stellatus","Canada","British Columbia and Alberta.","Fishbase","Salmon, smelts, etc","Large benthopelagics (>=90 cm)","genus",1,"Canada","Canada","Canada","North America",FALSE
0,100,100,0,0,0,0,0,0,0,0,0,"Salmo stellatus","Canada","Cowichan River, Vancouver Island, British Columbia","Fishbase","Salmon, smelts, etc","Large benthopelagics (>=90 cm)","genus",1,"Canada","Canada","Canada","North America",FALSE
0,0,0,0,100,100,0,0,0,0,0,0,"Salmo stellatus","","Flathead River of British Columbia, Alberta and Montana.","Fishbase","Salmon, smelts, etc","Large benthopelagics (>=90 cm)","genus",1,"","","","North America",FALSE
0,100,100,100,100,0,0,0,0,0,0,0,"Salmo stellatus","","Not specified","Fishbase","Salmon, smelts, etc","Large benthopelagics (>=90 cm)","genus",1,"","","",NA,FALSE
0,0,0,0,0,100,100,0,0,0,0,0,"Salmo stellatus","Canada","Sheep River, Alberta","Fishbase","Salmon, smelts, etc","Large benthopelagics (>=90 cm)","genus",1,"Canada","Canada","Canada","North America",FALSE
0,0,0,100,100,0,0,0,0,0,0,0,"Salmo stellatus","Alaska","southeastern Alaska","Fishbase","Salmon, smelts, etc","Large benthopelagics (>=90 cm)","genus",1,"Alaska","United States","United States","North America",FALSE
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Salmo stellatus","USA","Upper Missouri River drainage","Fishbase","Salmon, smelts, etc","Large benthopelagics (>=90 cm)","genus",1,"United States","United States","United States","North America",FALSE
0,0,0,0,0,0,0,0,0,0,100,100,"Salmo stomachicus","Ireland","Lough Melvin","Fishbase","Salmon, smelts, etc","Large benthopelagics (>=90 cm)","genus",1,"Ireland","Ireland","Ireland","Europe",FALSE
0,0,0,0,0,0,0,0,0,0,100,0,"Salmo strom","Denmark","Denmark","Fishbase","Salmon, smelts, etc","Large benthopelagics (>=90 cm)","genus",1,"Denmark","Denmark","Denmark","Europe",FALSE
100,0,0,0,0,0,0,0,0,0,0,0,"Salmo strom","Spain","Esva River (43°33'N, 6°32'E), 1992-1994","Fishbase","Salmon, smelts, etc","Large benthopelagics (>=90 cm)","genus",1,"Spain","Spain","Spain","Europe",FALSE
0,0,0,0,0,100,100,100,100,100,100,0,"Salmo strom","","Europe","Fishbase","Salmon, smelts, etc","Large benthopelagics (>=90 cm)","genus",1,"","","","Europe",FALSE
100,0,0,0,0,0,0,0,0,100,100,100,"Salmo strom","","Europe","Fishbase","Salmon, smelts, etc","Large benthopelagics (>=90 cm)","genus",1,"","","","Europe",FALSE
0,0,0,0,0,0,0,0,100,100,100,0,"Salmo strom","France","France","Fishbase","Salmon, smelts, etc","Large benthopelagics (>=90 cm)","genus",1,"France","France","France","Europe",FALSE
0,0,0,0,0,0,0,0,0,0,0,100,"Salmo strom","France","France","Fishbase","Salmon, smelts, etc","Large benthopelagics (>=90 cm)","genus",1,"France","France","France","Europe",FALSE
100,0,0,0,0,0,0,0,0,0,100,100,"Salmo strom","Germany","Germany","Fishbase","Salmon, smelts, etc","Large benthopelagics (>=90 cm)","genus",1,"Germany","Germany","Germany","Europe",FALSE
0,0,0,0,0,0,0,0,0,0,100,0,"Salmo strom","Germany","Germany","Fishbase","Salmon, smelts, etc","Large benthopelagics (>=90 cm)","genus",1,"Germany","Germany","Germany","Europe",FALSE
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Salmo strom","Finland","Gulf of Bothnia","Fishbase","Salmon, smelts, etc","Large benthopelagics (>=90 cm)","genus",1,"Finland","Finland","Finland","Europe",FALSE
0,0,0,0,0,0,0,0,0,0,0,100,"Salmo strom","Ireland","Ireland","Fishbase","Salmon, smelts, etc","Large benthopelagics (>=90 cm)","genus",1,"Ireland","Ireland","Ireland","Europe",FALSE
0,0,0,0,0,0,0,0,0,100,0,0,"Salmo strom","Norway","Norway","Fishbase","Salmon, smelts, etc","Large benthopelagics (>=90 cm)","genus",1,"Norway","Norway","Norway","Europe",FALSE
0,0,0,0,0,0,0,0,0,100,0,0,"Salmo strom","Russia","not specified","Fishbase","Salmon, smelts, etc","Large benthopelagics (>=90 cm)","genus",1,"Russia","Russian Federation","Russia","Europe",FALSE
0,0,0,0,0,0,0,0,0,100,100,0,"Salmo strom","UK Scotland","River Almond, Perthshire","Fishbase","Salmon, smelts, etc","Large benthopelagics (>=90 cm)","genus",1,"United Kingdom","United Kingdom","United Kingdom","Europe",FALSE
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Salmo strom","Finland","River Byske (Gulf of Bothnia), 1991-92","Fishbase","Salmon, smelts, etc","Large benthopelagics (>=90 cm)","genus",1,"Finland","Finland","Finland","Europe",FALSE
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Salmo strom","Finland","River Lögde (Gulf of Bothnia), 1991-93","Fishbase","Salmon, smelts, etc","Large benthopelagics (>=90 cm)","genus",1,"Finland","Finland","Finland","Europe",FALSE
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Salmo strom","Finland","River Simo (Gulf of Bothnia), 1986-1992","Fishbase","Salmon, smelts, etc","Large benthopelagics (>=90 cm)","genus",1,"Finland","Finland","Finland","Europe",FALSE
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Salmo strom","Finland","River Torne (Gulf of Bothnia), 1992-93","Fishbase","Salmon, smelts, etc","Large benthopelagics (>=90 cm)","genus",1,"Finland","Finland","Finland","Europe",FALSE
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Salmo strom","Finland","River Ume (Gulf of Bothnia), 1977-1993","Fishbase","Salmon, smelts, etc","Large benthopelagics (>=90 cm)","genus",1,"Finland","Finland","Finland","Europe",FALSE
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Salmo strom","Finland","River Öre (Gulf of Bothnia), 1992-93","Fishbase","Salmon, smelts, etc","Large benthopelagics (>=90 cm)","genus",1,"Finland","Finland","Finland","Europe",FALSE
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Salmo strom","Australia","southern waters","Fishbase","Salmon, smelts, etc","Large benthopelagics (>=90 cm)","genus",1,"Australia","Australia","Australia","Oceania",FALSE
0,0,0,0,0,0,0,0,0,0,100,0,"Salmo strom","Sweden","Southwestern Sweden","Fishbase","Salmon, smelts, etc","Large benthopelagics (>=90 cm)","genus",1,"Sweden","Sweden","Sweden","Europe",FALSE
0,0,0,0,0,0,0,0,0,0,0,100,"Salmo strom","Spain","Spain","Fishbase","Salmon, smelts, etc","Large benthopelagics (>=90 cm)","genus",1,"Spain","Spain","Spain","Europe",FALSE
0,0,0,0,0,0,0,0,100,100,0,0,"Salmo strom","Finland","Tornionjoki, Simojoki, Tenojoki and Näätämöjoki","Fishbase","Salmon, smelts, etc","Large benthopelagics (>=90 cm)","genus",1,"Finland","Finland","Finland","Europe",FALSE
0,0,0,0,0,0,0,0,100,100,0,0,"Salmo struanensis","UK Scotland","Loch Rannoch & Loch Ericht","Fishbase","Salmon, smelts, etc","Large benthopelagics (>=90 cm)","genus",1,"United Kingdom","United Kingdom","United Kingdom","Europe",FALSE
0,0,0,0,0,100,0,0,0,0,0,0,"Salmo taimen","Mongolia","Darhat region","Fishbase","Salmon, smelts, etc","Large benthopelagics (>=90 cm)","genus",1,"Mongolia","Mongolia","Mongolia","Asia",FALSE
0,0,0,0,100,0,0,0,0,0,0,0,"Salmo taimen","Mongolia","Eg River","Fishbase","Salmon, smelts, etc","Large benthopelagics (>=90 cm)","genus",1,"Mongolia","Mongolia","Mongolia","Asia",FALSE
0,0,0,0,100,100,0,0,0,0,0,0,"Salmo taimen","Russia","Enisey river","Fishbase","Salmon, smelts, etc","Large benthopelagics (>=90 cm)","genus",1,"Russia","Russian Federation","Russia","Europe",FALSE
0,0,0,0,100,0,0,0,0,0,0,0,"Salmo taimen","Kazakhstan","Irtysh River tributaries","Fishbase","Salmon, smelts, etc","Large benthopelagics (>=90 cm)","genus",1,"Kazakhstan","Kazakhstan","Kazakhstan","Asia",FALSE
0,0,0,0,100,0,0,0,0,0,0,0,"Salmo taimen","","not specified","Fishbase","Salmon, smelts, etc","Large benthopelagics (>=90 cm)","genus",1,"","","",NA,FALSE
0,0,0,0,100,100,0,0,0,0,0,0,"Salmo thymalloides","Russia","Enisey river","Fishbase","Salmon, smelts, etc","Large benthopelagics (>=90 cm)","genus",1,"Russia","Russian Federation","Russia","Europe",FALSE
0,0,0,0,100,100,0,0,0,0,0,0,"Salmo thymalloides","Alaska","Interior Alaska","Fishbase","Salmon, smelts, etc","Large benthopelagics (>=90 cm)","genus",1,"Alaska","United States","United States","North America",FALSE
0,0,0,100,100,100,0,0,0,0,0,0,"Salmo thymalloides","","Not specified","Fishbase","Salmon, smelts, etc","Large benthopelagics (>=90 cm)","genus",1,"","","",NA,FALSE
0,0,0,0,100,100,0,0,0,0,0,0,"Salmo thymalloides","","not specified","Fishbase","Salmon, smelts, etc","Large benthopelagics (>=90 cm)","genus",1,"","","",NA,FALSE
0,0,0,0,0,0,0,0,0,0,100,100,"Salmo thymallus var. latus","Germany","Germany","Fishbase","Salmon, smelts, etc","Large benthopelagics (>=90 cm)","genus",1,"Germany","Germany","Germany","Europe",FALSE
0,0,0,0,0,0,0,0,0,100,100,100,"Salmo thymallus var. latus","","Southern North Sea","Fishbase","Salmon, smelts, etc","Large benthopelagics (>=90 cm)","genus",1,"","","","Europe",FALSE
0,0,100,100,100,0,0,0,0,0,0,0,"Salmo thymus","UK","Britain","Fishbase","Salmon, smelts, etc","Large benthopelagics (>=90 cm)","genus",1,"United Kingdom","United Kingdom","United Kingdom","Europe",FALSE
0,0,0,0,100,100,0,0,0,0,0,0,"Salmo thymus","Finland","Finland","Fishbase","Salmon, smelts, etc","Large benthopelagics (>=90 cm)","genus",1,"Finland","Finland","Finland","Europe",FALSE
0,0,100,100,100,0,0,0,0,0,0,0,"Salmo thymus","France","France","Fishbase","Salmon, smelts, etc","Large benthopelagics (>=90 cm)","genus",1,"France","France","France","Europe",FALSE
0,0,100,100,0,0,0,0,0,0,0,0,"Salmo thymus","Germany","Northern Germany","Fishbase","Salmon, smelts, etc","Large benthopelagics (>=90 cm)","genus",1,"Germany","Germany","Germany","Europe",FALSE
0,0,100,100,0,0,0,0,0,0,0,0,"Salmo thymus","","not specified","Fishbase","Salmon, smelts, etc","Large benthopelagics (>=90 cm)","genus",1,"","","",NA,FALSE
12,13,16,14,1,1,1,2,4,6,8,10,"Salmo thymus","Poland","River Dunajec (1978-1979)","Fishbase","Salmon, smelts, etc","Large benthopelagics (>=90 cm)","genus",1,"Poland","Poland","Poland","Europe",FALSE
0,0,100,100,100,100,0,0,0,0,0,0,"Salmo thymus","Germany","Schleswig-Holstein","Fishbase","Salmon, smelts, etc","Large benthopelagics (>=90 cm)","genus",1,"Germany","Germany","Germany","Europe",FALSE
0,0,100,100,100,0,0,0,0,0,0,0,"Salmo thymus","UK","UK","Fishbase","Salmon, smelts, etc","Large benthopelagics (>=90 cm)","genus",1,"United Kingdom","United Kingdom","United Kingdom","Europe",FALSE
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Salmo tirus",NA,"Not specified","Fishbase","Salmon, smelts, etc","Large benthopelagics (>=90 cm)","genus",1,NA,NA,NA,NA,FALSE
100,100,100,100,0,0,0,0,0,0,0,0,"Salmo trigintaradiatus","Peru","Ucayali, Pucallpa","Fishbase","Salmon, smelts, etc","Large benthopelagics (>=90 cm)","genus",1,"Peru","Peru","Peru","South America",FALSE
100,100,100,100,100,0,0,0,0,100,100,100,"Salmo truncatus","France","France","Fishbase","Salmon, smelts, etc","Large benthopelagics (>=90 cm)","genus",1,"France","France","France","Europe",FALSE
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Salmo truncatus","Canada","Lardeau River, British Columbia","Fishbase","Salmon, smelts, etc","Large benthopelagics (>=90 cm)","genus",1,"Canada","Canada","Canada","North America",FALSE
0,0,0,0,0,0,0,100,100,100,100,0,"Salmo truncatus","Australia","New South Wales, Victoria, Tasmania, and Western Australia","Fishbase","Salmon, smelts, etc","Large benthopelagics (>=90 cm)","genus",1,"Australia","Australia","Australia","Oceania",FALSE
0,100,100,100,100,100,0,0,0,0,0,0,"Salmo truncatus","","Northern hemisphere","Fishbase","Salmon, smelts, etc","Large benthopelagics (>=90 cm)","genus",1,"","","",NA,FALSE
0,100,100,100,100,0,0,0,0,0,0,0,"Salmo truncatus","","not specified","Fishbase","Salmon, smelts, etc","Large benthopelagics (>=90 cm)","genus",1,"","","",NA,FALSE
100,100,0,0,0,0,0,0,0,0,100,100,"Salmo truncatus","Hawaii","Not specified.","Fishbase","Salmon, smelts, etc","Large benthopelagics (>=90 cm)","genus",1,"Hawaii","United States","United States","North America",FALSE
100,100,100,100,100,100,100,100,100,100,100,100,"Salmo trutta ezenami","Russia","Lake Kezenoi-am","Fishbase","Salmon, smelts, etc","Large benthopelagics (>=90 cm)","genus",1,"Russia","Russian Federation","Russia","Europe",FALSE
0,0,0,0,0,0,0,0,0,0,100,100,"Salmo trutta fario","Turkey","?a?layan stream","Fishbase","Salmon, smelts, etc","Large benthopelagics (>=90 cm)","genus",1,"Turkey","Turkey","Turkey","Asia",FALSE
0,0,0,0,0,0,0,0,0,0,100,100,"Salmo trutta fario","Turkey","?yidere stream","Fishbase","Salmon, smelts, etc","Large benthopelagics (>=90 cm)","genus",1,"Turkey","Turkey","Turkey","Asia",FALSE
0,0,0,0,0,0,0,0,100,100,0,0,"Salmo trutta fario","Turkey","Anuri Stream, Nov 2000 - Oct 2002","Fishbase","Salmon, smelts, etc","Large benthopelagics (>=90 cm)","genus",1,"Turkey","Turkey","Turkey","Asia",FALSE
0,0,0,0,0,0,0,0,0,0,0,100,"Salmo trutta fario","Greece","Aspropotamos stream (March 1981- February 1982)","Fishbase","Salmon, smelts, etc","Large benthopelagics (>=90 cm)","genus",1,"Greece","Greece","Greece","Europe",FALSE
100,100,100,0,0,0,0,0,0,0,0,0,"Salmo trutta fario","Turkey","Ataköy Dam Lake","Fishbase","Salmon, smelts, etc","Large benthopelagics (>=90 cm)","genus",1,"Turkey","Turkey","Turkey","Asia",FALSE
0,0,0,0,0,0,0,0,100,100,100,100,"Salmo trutta fario","Russia","Caspian Sea","Fishbase","Salmon, smelts, etc","Large benthopelagics (>=90 cm)","genus",1,"Russia","Russian Federation","Russia","Europe",FALSE
0,0,0,0,0,0,0,0,100,100,0,0,"Salmo trutta fario","Turkey","Cenker Stream, Nov 2000 - Oct 2002","Fishbase","Salmon, smelts, etc","Large benthopelagics (>=90 cm)","genus",1,"Turkey","Turkey","Turkey","Asia",FALSE
