ID,region,count,species,new FAO region,EEZ,Freshwater spawning or seas not in FAO region,TO DO,
385,Western Atlantic continental slopes,1,Etmopterus-bullisi,31; 41; 21,,,,
386,"Western Atlantic continental slopes, eastern North Atlantic",1,Apristurus-profundorum,31; 41; 21; 27,,,,
387,"Western Atlantic, central Pacific",1,Isurus-paucus,31; 41; 21; 77; 71,,,,
388,Western Baltic: Danish Straits and Arkona Basin,1,Gadus-morhua,27: III,,,,
389,Western central Atlantic bet. Chesapeake Bay and Amazon River,1,Macrodon-ancylodon,0,,Macrodon-ancylodon,,
392,Western Pacific,1,Squalus-maculatus,81; 71; 61,,,,
395,Western South America,1,Scyliorhinus-retifer-haeckelii,"87: 3, 2",,,,
396,Western south Atlantic,1,Squatina-argentina,41,,,,
397,Western South Pacific,1,Xiphias-gladius,81,,,,
398,Indian Sea,1,Congresox-talabonoides Muraenesox-talabonoides,51; 57,,,,
399,North Eastern Atlantic,1,Centrolophus-niger,27,,,,
400,California Current region,68,Anchoviella-compressa Argentina-pretiosa Argentina-sialis Bathylagus-microcephalus Bathylagus-ochotensis Bathylagus-pacificus Bathylagus-stilbius-stilbius Bathylagus-wesethy Coryphaenoides-pectoralis Coryphaenoides-simulus Cypselurus-hubbsi Fistularia-commersonii Fistularia-corneta Girella-nigricans Hemiramphus-cuspidatus Hexagrammos-decagrammus Hydrolagus-colliei Hydrolagus-media Hypomesus-pretiosus Lepidion-verecundum Myripristis-leiognathus Notolepis-rissoi-rissoi Notoscopelus-resplendens Opisthonema-libertate Paralabrax-maculatofasciatus Paralabrax-nebulifer Pontinus-sierra Porichthys-notatus Sargocentron-suborbitalis Scorpaena-sierra Sebastes-atrovirens Sebastes-auriculatus Sebastes-aurora Sebastes-carnatus Sebastes-caurinus Sebastes-chlorostictus Sebastes-chrysomelas Sebastes-constellatus Sebastes-dallii Sebastes-diploproa Sebastes-elongatus Sebastes-entomelas Sebastes-goodei Sebastes-goodei Sebastes-hopkinsi Sebastes-jordani Sebastes-jordani Sebastes-levis Sebastes-macdonaldi Sebastes-melanops Sebastes-melanostomus Sebastes-miniatus Sebastes-nebulosus Sebastes-ovalis Sebastes-paucispinis Sebastes-paucispinus Sebastes-pinniger Sebastes-rastrelliger Sebastes-rosaceus Sebastes-rosenblatti Sebastes-ruberrimus Sebastes-rufus Sebastes-saxicola Sebastes-semicinctus Sebastes-serranoides Semicossyphus-pulcher Serranus-maculatofasciatus Stolephorus-compressus,77,"United States, Mexico",,,
