ID,Country,Localities,Total Catch,Total Value,species,Geocoded,Map Tool,Verdict,New Country,(1) Southwest Coordinate,(1) Northeast Coordinate,(2) Southwest Coordinate,(2) Northeast Coordinate,(3) Southwest Coordinate,(3) Northeast Coordinate,Latitude Range,Notes,Cumul Catch,Notes (4/13/23),Additional
1657,USA,"Steinhart Aquarium, San Francisco, 2000",620,568180,Dasyatis violacea (100%),https://www.dropbox.com/home/Spawning%20ProCreator/maps?preview=map798.pdf,,drop,,,,,,,,,aquarium,483823,,#REF!
1201,,West Indies,18646,7360290,Albula vulpes (100%),https://www.dropbox.com/home/Spawning%20ProCreator/maps?preview=map40.pdf,https://iridl.ldeo.columbia.edu/maproom/Global/Ocean_Temp/Annual_Cycle_Max.html?bbox=bb%3A-84.9999999999999%3A5.00000000000006%3A-54.9999999999999%3A35.0000000000001%3Abb,mr-caribbeansea.shp,,,,,,,,,Match species to FAO sheet.,502469,https://www.marineregions.org/gazetteer.php?p=details&id=4287,#REF!
1659,Alaska,certain Alaskan lakes,595,1883107,Salmo olidus (100%),https://www.dropbox.com/home/Spawning%20ProCreator/maps?preview=map1790.pdf,,drop,,,,,,,,,freshwater locality and anadromous species,503064,,#REF!
1660,Canada,eastern Canada,595,1883107,Salmo omiscomaycus (100%),https://www.dropbox.com/home/Spawning%20ProCreator/maps?preview=map1791.pdf,,drop,,,,,,,,,freshwater species,503658,,#REF!
1661,Canada,"Heming Lake, Manitoba",595,1883107,Salmo omiscomaycus (100%),https://www.dropbox.com/home/Spawning%20ProCreator/maps?preview=map1792.pdf,,drop,,,,,,,,,freshwater locality and freshwater species,504253,,#REF!
1662,USA,"Red Lake, Minnesota",595,1883107,Salmo omiscomaycus (100%),https://www.dropbox.com/home/Spawning%20ProCreator/maps?preview=map1793.pdf,https://iridl.ldeo.columbia.edu/maproom/Global/Ocean_Temp/Annual_Cycle_Max.html?bbox=bb%3A-96.60755%3A47.63457%3A-94.8798%3A48.08964%3Abb,drop,,,,,,,,,freshwater locality and freshwater species,504848,,#REF!
1663,USA,"SE Lake Michigan, 1970",595,1883107,Salmo omiscomaycus (100%),https://www.dropbox.com/home/Spawning%20ProCreator/maps?preview=map1794.pdf,,drop,,,,,,,,,freshwater locality and freshwater species,505442,,#REF!
1664,Canary Is.,1992-95,532,773310,Promethichthys prometheus (100%),https://www.dropbox.com/home/Spawning%20ProCreator/maps?preview=map1710.pdf,,EEZ,,,,,,,,,,505975,,#REF!
1665,Madeira Is.,near Madeira,532,773310,Promethichthys prometheus (100%),https://www.dropbox.com/home/Spawning%20ProCreator/maps?preview=map1711.pdf,,Google maps,,"32.511926, -16.984495","32.646162, -16.888365",,,,,,,506507,,#REF!
1666,Dominican Republic,NA,530,1356134,Epinephelus striatus (100%),https://www.dropbox.com/home/Spawning%20ProCreator/maps?preview=map1946.pdf,https://iridl.ldeo.columbia.edu/maproom/Global/Ocean_Temp/Annual_Cycle_Max.html?bbox=bb%3A-72.027036171%3A17.359684834%3A-68.3229591969468%3A20.433684834%3Abb,EEZ,,,,,,,,,,507037,,#REF!
1667,Jamaica,Carribean,515,1914053,Mycteroperca venenosa (100%),https://www.dropbox.com/home/Spawning%20ProCreator/maps?preview=map1514.pdf,,EEZ,,,,,,,,,Match species to FAO sheet.,507552,,#REF!
1668,Italy,Adriatic basin,496,1569256,Salmo rivularis (100%),https://www.dropbox.com/home/Spawning%20ProCreator/maps?preview=map1807.pdf,,drop,,,,,,,,,freshwater species,508048,,#REF!
1669,Canada,"St. John, Margaree, Gaspereau, and Tusket rivers (Nova Scotia and New Brunswick)",462,428915,Alosa cyanonoton (100%),https://www.dropbox.com/home/Spawning%20ProCreator/maps?preview=map65.pdf,,drop,,,,,,,,,freshwater locality and anadromous species,508509,,#REF!
1670,South Africa,South African waters,441,2325020,Lutjanus russellii (100%),https://www.dropbox.com/home/Spawning%20ProCreator/maps?preview=map1315.pdf,,EEZ,,,,,,,,,,508951,,#REF!
1671,Brazil,Sergipe,425,122311,Odontognathus mucronatus (100%),https://www.dropbox.com/home/Spawning%20ProCreator/maps?preview=map265.pdf,https://iridl.ldeo.columbia.edu/maproom/Global/Ocean_Temp/Annual_Cycle_Max.html?bbox=bb%3A-38.421002897%3A-11.568655736636%3A-36.3938678211131%3A-9.51502990848504%3Abb,Google maps,,"-11.458011, -37.392924","-10.500638, -36.043625",,,,,,,509376,,#REF!
1672,Australia,Capricorn Islands group,414,1909208,Plectropomus leopardus (100%),https://www.dropbox.com/home/Spawning%20ProCreator/maps?preview=map1662.pdf,,Google maps,,"-23.955438, 151.549113","-23.041122, 152.515910",,,,,,,509789,,#REF!
1673,Australia,Lizard Island and Cairns areas,414,1909208,Plectropomus leopardus (100%),https://www.dropbox.com/home/Spawning%20ProCreator/maps?preview=map1663.pdf,,Google maps,,"-14.725323, 145.423741","-14.629247, 145.493225","-16.939277, 145.656506","-16.735542, 146.584851",,,,,510203,,#REF!
1674,Heard McDon Is.,Heard Is,406,619114,Channichthys rhinoceratus (100%),https://www.dropbox.com/home/Spawning%20ProCreator/maps?preview=map538.pdf,,EEZ,,,,,,,,,,510609,,#REF!
1675,Senegal,rivers,401,246644,Harengula forsteri (100%),https://www.dropbox.com/home/Spawning%20ProCreator/maps?preview=map1068.pdf,,drop,,,,,,,,,freshwater locality and catadromous species,511011,,#REF!
1676,Russia,Lake Beloye,395,1120329,"Coregonus brevis (60%), Salmo vimba (40%)",https://www.dropbox.com/home/Spawning%20ProCreator/maps?preview=map656.pdf,,drop,,,,,,,,,freshwater locality and anadromous species,511406,,#REF!
1677,Poland,Lake Isag (1982-1983),395,1120329,"Coregonus brevis (60%), Salmo vimba (40%)",https://www.dropbox.com/home/Spawning%20ProCreator/maps?preview=map658.pdf,,drop,,,,,,,,,freshwater locality and anadromous species,511801,,#REF!
1678,Finland,Lake Kuohijärvi,395,1120329,"Coregonus brevis (60%), Salmo vimba (40%)",https://www.dropbox.com/home/Spawning%20ProCreator/maps?preview=map659.pdf,,drop,,,,,,,,,freshwater locality and anadromous species,512197,,#REF!
1679,Poland,Lake Lutry (1982-1983),395,1120329,"Coregonus brevis (60%), Salmo vimba (40%)",https://www.dropbox.com/home/Spawning%20ProCreator/maps?preview=map661.pdf,,drop,,,,,,,,,freshwater locality and anadromous species,512592,,#REF!
1680,Poland,Lake Narie (1982-1983),395,1120329,"Coregonus brevis (60%), Salmo vimba (40%)",https://www.dropbox.com/home/Spawning%20ProCreator/maps?preview=map662.pdf,,drop,,,,,,,,,freshwater locality and anadromous species,512987,,#REF!
1681,Finland,Lake Onkamo,395,1120329,"Coregonus brevis (60%), Salmo vimba (40%)",https://www.dropbox.com/home/Spawning%20ProCreator/maps?preview=map663.pdf,,drop,,,,,,,,,freshwater locality and anadromous species,513382,,#REF!
1682,Finland,Lake Pyhäjarvi,395,1120329,"Coregonus brevis (60%), Salmo vimba (40%)",https://www.dropbox.com/home/Spawning%20ProCreator/maps?preview=map664.pdf,,drop,,,,,,,,,freshwater locality and anadromous species,513778,,#REF!
1683,Finland,Lake Suvasvesi,395,1120329,"Coregonus brevis (60%), Salmo vimba (40%)",https://www.dropbox.com/home/Spawning%20ProCreator/maps?preview=map666.pdf,,drop,,,,,,,,,freshwater locality and anadromous species,514173,,#REF!
1684,Finland,"Lakes Änättijärvi, Sokojärvi and Kajoonjärvi in North Karelia",395,1120329,"Coregonus brevis (60%), Salmo vimba (40%)",https://www.dropbox.com/home/Spawning%20ProCreator/maps?preview=map667.pdf,,drop,,,,,,,,,freshwater locality and anadromous species,514568,,#REF!
1685,Russia,Onega Lake,395,1120329,"Coregonus brevis (60%), Salmo vimba (40%)",https://www.dropbox.com/home/Spawning%20ProCreator/maps?preview=map671.pdf,https://iridl.ldeo.columbia.edu/maproom/Global/Ocean_Temp/Annual_Cycle_Max.html?bbox=bb%3A33.9276773947552%3A60.69059%3A36.6556200000001%3A62.9207403165935%3Abb,drop,,,,,,,,,freshwater locality and anadromous species,514963,,#REF!
1686,Germany,Schlewsig-Holstein,395,1120329,"Coregonus brevis (60%), Salmo vimba (40%)",https://www.dropbox.com/home/Spawning%20ProCreator/maps?preview=map672.pdf,,drop,,,,,,,,,anadromous species,515359,,#REF!
1687,India,-,378,350931,Alosa alburnus (100%),https://www.dropbox.com/home/Spawning%20ProCreator/maps?preview=map46.pdf,https://iridl.ldeo.columbia.edu/maproom/Global/Ocean_Temp/Annual_Cycle_Max.html?bbox=bb%3A64.5583265480001%3A6.7559528993543%3A97.4152926679075%3A38.264379735%3Abb,EEZ,,,,,,,,,,515736,,#REF!
1688,Solomon Is.,Munda,378,350931,Alosa alburnus (100%),https://www.dropbox.com/home/Spawning%20ProCreator/maps?preview=map50.pdf,,Google maps,,"-8.371702, 157.238106","-8.319173, 157.296114",,,,,,,516114,,#REF!
1689,New Caledonia,not specified,378,350931,Alosa alburnus (100%),https://www.dropbox.com/home/Spawning%20ProCreator/maps?preview=map51.pdf,,EEZ,,,,,,,,,,516492,,#REF!
1690,Solomon Is.,Tulagi,378,350931,Alosa alburnus (100%),https://www.dropbox.com/home/Spawning%20ProCreator/maps?preview=map54.pdf,,Google maps,,"-9.109794, 160.139154","-9.082002, 160.165967",,,,,,,516869,,#REF!
1691,Solomon Is.,Vona vona,378,350931,Alosa alburnus (100%),https://www.dropbox.com/home/Spawning%20ProCreator/maps?preview=map55.pdf,,Google maps,,"-8.217273, 157.068240","-8.184311, 157.112357",,,,,,,517247,,#REF!
1692,UK,Britain,372,1176942,Salmo thymus (100%),https://www.dropbox.com/home/Spawning%20ProCreator/maps?preview=map1843.pdf,https://iridl.ldeo.columbia.edu/maproom/Global/Ocean_Temp/Annual_Cycle_Max.html?bbox=bb%3A-8.65000722346228%3A-34.6904600039999%3A33.9165550000001%3A60.8458084904017%3Abb,drop,,,,,,,,,freshwater species,517619,,#REF!
1693,Poland,River Dunajec (1978-1979),372,1176942,Salmo thymus (100%),https://www.dropbox.com/home/Spawning%20ProCreator/maps?preview=map1844.pdf,,drop,,,,,,,,,freshwater locality and freshwater species,517990,,#REF!
522,,Western and Eastern Atlantic,467006,506591608,Brosme brosme (100%),https://www.dropbox.com/home/Spawning%20ProCreator/maps?preview=map352.pdf,,FAO sheet,,,,,,,,,Match species to FAO sheet.,984997,,#REF!
273,,Western and southwestern Baltic,2084395,758817651,Clupea harengus (100%),https://www.dropbox.com/home/Spawning%20ProCreator/maps?preview=map633.pdf,,Google maps,,"53.740235, 9.425289","59.000739, 18.129331",,,,,,,3069392,,#REF!
1696,Czechia,Moravice River,330,1046170,Salmo hucho (100%),https://www.dropbox.com/home/Spawning%20ProCreator/maps?preview=map1770.pdf,,drop,,,,,,,,,freshwater locality and freshwater species,3069722,,#REF!
1697,Russia,Anadyr River,330,1046170,Salmo mackenzii (100%),https://www.dropbox.com/home/Spawning%20ProCreator/maps?preview=map1780.pdf,,drop,,,,,,,,,freshwater locality and anadromous species,3070052,,#REF!
1698,Alaska,upper reaches of Alaskan rivers,330,1046170,Salmo mackenzii (100%),https://www.dropbox.com/home/Spawning%20ProCreator/maps?preview=map1783.pdf,,drop,,,,,,,,,freshwater locality and anadromous species,3070383,,#REF!
1699,USA,"Chesapeake Bay, Virginia",289,114293,"Hippocampus erectus (50%), Hippocampus villosus (50%)",https://www.dropbox.com/home/Spawning%20ProCreator/maps?preview=map1098.pdf,,Google maps,,"36.946533, -76.551271","38.990306, -75.848146",,,,,,,3070672,,#REF!
1700,USA,"off Freeport, Texas, 1977-81",283,414523,Polydactylus octonemus (100%),https://www.dropbox.com/home/Spawning%20ProCreator/maps?preview=map1686.pdf,,Google maps,,"27.740169, -95.398513","28.980101, -95.253267",,,,,,,3070955,,#REF!
793,,Western Atlantic,120773,294221839,"Carcharhinus leucas (5%), Carcharhinus plumbeus (16%), Carcharhinus zambezensis (23%), Lutjanus purpureus (57%)",https://www.dropbox.com/home/Spawning%20ProCreator/maps?preview=map437.pdf,,FAO sheet,,,,,,,,,Match species to FAO sheet.,3191728,,#REF!
1702,Turkey,?a?layan stream,253,801322,"Salmo trutta fario (50%), Salmo venernensis (50%)",https://www.dropbox.com/home/Spawning%20ProCreator/maps?preview=map1847.pdf,,drop,,,,,,,,,freshwater locality and anadromous species,3191981,,#REF!
1703,Turkey,?yidere stream,253,801322,"Salmo trutta fario (50%), Salmo venernensis (50%)",https://www.dropbox.com/home/Spawning%20ProCreator/maps?preview=map1848.pdf,,drop,,,,,,,,,freshwater locality and anadromous species,3192234,,#REF!
1704,Turkey,"Anuri Stream, Nov 2000 - Oct 2002",253,801322,"Salmo trutta fario (50%), Salmo venernensis (50%)",https://www.dropbox.com/home/Spawning%20ProCreator/maps?preview=map1849.pdf,,drop,,,,,,,,,freshwater locality and anadromous species,3192487,,#REF!
1705,Greece,Aspropotamos stream (March 1981- February 1982),253,801322,"Salmo trutta fario (50%), Salmo venernensis (50%)",https://www.dropbox.com/home/Spawning%20ProCreator/maps?preview=map1850.pdf,,drop,,,,,,,,,freshwater locality and anadromous species,3192740,,#REF!
1706,Turkey,Ataköy Dam Lake,253,801322,"Salmo trutta fario (50%), Salmo venernensis (50%)",https://www.dropbox.com/home/Spawning%20ProCreator/maps?preview=map1851.pdf,,drop,,,,,,,,,freshwater locality and anadromous species,3192993,,#REF!
1707,Russia,Caspian Sea,253,801322,"Salmo trutta fario (50%), Salmo venernensis (50%)",https://www.dropbox.com/home/Spawning%20ProCreator/maps?preview=map1852.pdf,,drop,,,,,,,,,anadromous species,3193246,,#REF!
1708,Turkey,"Cenker Stream, Nov 2000 - Oct 2002",253,801322,"Salmo trutta fario (50%), Salmo venernensis (50%)",https://www.dropbox.com/home/Spawning%20ProCreator/maps?preview=map1853.pdf,,drop,,,,,,,,,freshwater locality and anadromous species,3193499,,#REF!
1709,Turkey,Firtina stream,253,801322,"Salmo trutta fario (50%), Salmo venernensis (50%)",https://www.dropbox.com/home/Spawning%20ProCreator/maps?preview=map1854.pdf,,drop,,,,,,,,,freshwater locality and anadromous species,3193752,,#REF!
1710,USA,"Grand Mesa, Uncompahgre, and Gunnison National Forests",253,801322,"Salmo trutta fario (50%), Salmo venernensis (50%)",https://www.dropbox.com/home/Spawning%20ProCreator/maps?preview=map1855.pdf,,drop,,,,,,,,,freshwater locality and anadromous species,3194005,,#REF!
1711,Turkey,Kapsitre stream,253,801322,"Salmo trutta fario (50%), Salmo venernensis (50%)",https://www.dropbox.com/home/Spawning%20ProCreator/maps?preview=map1856.pdf,,drop,,,,,,,,,freshwater locality and anadromous species,3194258,,#REF!
1712,France,"Oir River system, Normandy, 1984-2005",253,801322,"Salmo trutta fario (50%), Salmo venernensis (50%)",https://www.dropbox.com/home/Spawning%20ProCreator/maps?preview=map1858.pdf,,drop,,,,,,,,,freshwater locality and anadromous species,3194511,,#REF!
1713,Canada,"Small streams tributary to the Little Qualicum and Cowhichan Rivers, British Columbia",253,801322,"Salmo trutta fario (50%), Salmo venernensis (50%)",https://www.dropbox.com/home/Spawning%20ProCreator/maps?preview=map1859.pdf,,drop,,,,,,,,,freshwater locality and anadromous species,3194764,,#REF!
1714,Turkey,Solakli stream,253,801322,"Salmo trutta fario (50%), Salmo venernensis (50%)",https://www.dropbox.com/home/Spawning%20ProCreator/maps?preview=map1860.pdf,,drop,,,,,,,,,freshwater locality and anadromous species,3195017,,#REF!
1715,Australia,southern inland waters,253,801322,"Salmo trutta fario (50%), Salmo venernensis (50%)",https://www.dropbox.com/home/Spawning%20ProCreator/maps?preview=map1861.pdf,,drop,,,,,,,,,anadromous species,3195270,,#REF!
1716,Turkey,Tifi Stream,253,801322,"Salmo trutta fario (50%), Salmo venernensis (50%)",https://www.dropbox.com/home/Spawning%20ProCreator/maps?preview=map1862.pdf,,drop,,,,,,,,,freshwater locality and anadromous species,3195523,,#REF!
1717,France,to be filled,253,801322,"Salmo trutta fario (50%), Salmo venernensis (50%)",https://www.dropbox.com/home/Spawning%20ProCreator/maps?preview=map1863.pdf,,drop,,,,,,,,,anadromous species,3195776,,#REF!
1718,Finland,"Urpalajoki, Summanjoki, Sipoonjoki, Siuntionjoki, Ingarskilanjoki",253,801322,"Salmo trutta fario (50%), Salmo venernensis (50%)",https://www.dropbox.com/home/Spawning%20ProCreator/maps?preview=map1864.pdf,,drop,,,,,,,,,freshwater locality and anadromous species,3196029,,#REF!
276,,Western Baltic: Danish Straits and Arkona Basin,2040710,2706305871,Gadus morhua (100%),https://www.dropbox.com/home/Spawning%20ProCreator/maps?preview=map1016.pdf,,Google maps,,"55.775110, 9.967285","56.266317, 11.911865","54.337430, 12.340332","55.524049, 14.801270",,,,,5236739,,#REF!
1720,Spain,"Alcudia Bay, Majorca (1985-1993)",244,1028110,Aphia minuta (100%),https://www.dropbox.com/home/Spawning%20ProCreator/maps?preview=map227.pdf,,Google maps,,"39.718578, 3.114810","39.969859, 3.360858",,,,,,,5236983,,#REF!
1721,Italy,Northern Thyrrenian,244,1028110,Aphia minuta (100%),https://www.dropbox.com/home/Spawning%20ProCreator/maps?preview=map228.pdf,,Google maps,,"40.274777, 9.121826","43.512175, 13.626220",,,,,,,5237226,,#REF!
1722,Norway,Oslofjord,244,1028110,Aphia minuta (100%),https://www.dropbox.com/home/Spawning%20ProCreator/maps?preview=map229.pdf,,Google maps,,"59.059314, 10.135342","60.014474, 11.140591",,,,,,,5237470,,#REF!
1723,Spain,"Palma Bay, Majorca",244,1028110,Aphia minuta (100%),https://www.dropbox.com/home/Spawning%20ProCreator/maps?preview=map230.pdf,,Google maps,,"39.406085, 2.491157","39.582005, 2.790534",,,,,,,5237713,,#REF!
1724,Portugal,Ria de Aveiro,244,1028110,Aphia minuta (100%),https://www.dropbox.com/home/Spawning%20ProCreator/maps?preview=map231.pdf,,drop,,,,,,,,,freshwater locality,5237957,,#REF!
1725,India,NA,233,757234,Plectropomus areolatus (100%),https://www.dropbox.com/home/Spawning%20ProCreator/maps?preview=map1952.pdf,https://iridl.ldeo.columbia.edu/maproom/Global/Ocean_Temp/Annual_Cycle_Max.html?bbox=bb%3A-84.957428%3A10.7262525558472%3A77.30616%3A31.1697400000001%3Abb,EEZ,,,,,,,,,,5238190,,#REF!
1726,Maldives,NA,233,757234,Plectropomus areolatus (100%),https://www.dropbox.com/home/Spawning%20ProCreator/maps?preview=map1961.pdf,,EEZ,,,,,,,,,,5238423,,#REF!
1727,Philippines,NA,233,757234,Plectropomus areolatus (100%),https://www.dropbox.com/home/Spawning%20ProCreator/maps?preview=map1972.pdf,https://iridl.ldeo.columbia.edu/maproom/Global/Ocean_Temp/Annual_Cycle_Max.html?bbox=bb%3A114.30963%3A7.61286279700007%3A127.41363%3A20.7168627970001%3Abb,EEZ,,,,,,,,,,5238657,,#REF!
1728,New Zealand,upper insular slopes,231,377667,Etmopterus baxteri (100%),https://www.dropbox.com/home/Spawning%20ProCreator/maps?preview=map959.pdf,,newzealand-1728.shp,,,,,,,,,,5238888,,#REF!
1729,Philippines,Philippine Islands,231,377667,Etmopterus brachyurus (100%),https://www.dropbox.com/home/Spawning%20ProCreator/maps?preview=map960.pdf,https://iridl.ldeo.columbia.edu/maproom/Global/Ocean_Temp/Annual_Cycle_Max.html?bbox=bb%3A107%3A-1.99999999999994%3A137%3A28.0000000000001%3Abb,EEZ,,,,,,,,,,5239119,,#REF!
1730,NA,Western Atlantic continental slopes,231,377667,Etmopterus bullisi (100%),https://www.dropbox.com/home/Spawning%20ProCreator/maps?preview=map961.pdf,,westernatlanticslope-1730.shp,,,,,,,,,,5239350,,#REF!
1731,NA,"off Hainan Island, China",231,377667,Etmopterus decacuspidatus (100%),https://www.dropbox.com/home/Spawning%20ProCreator/maps?preview=map962.pdf,,Google maps,,"16.084855, 105.889085","22.023735, 114.161385",,,,,,,5239581,,#REF!
1732,NA,off Argentina,231,377667,Etmopterus gracilispinis (100%),https://www.dropbox.com/home/Spawning%20ProCreator/maps?preview=map963.pdf,,EEZ,Argentina,,,,,,,,,5239811,,#REF!
1733,NA,Straits of Magellan,231,377667,Etmopterus paessleri (100%),https://www.dropbox.com/home/Spawning%20ProCreator/maps?preview=map964.pdf,,Google maps,,"-54.142816, -74.733801","-52.159316, -68.660112",,,,,,Match species to FAO sheet.,5240042,,#REF!
1734,NA,central South Atlantic,231,377667,Etmopterus pusilus (100%),https://www.dropbox.com/home/Spawning%20ProCreator/maps?preview=map965.pdf,,FAO sheet,,,,,,,,,Match species to FAO sheet.,5240273,,#REF!
1735,NA,southeastern Indian Ocean,231,377667,Etmopterus sentosus (100%),https://www.dropbox.com/home/Spawning%20ProCreator/maps?preview=map966.pdf,,FAO sheet,,,,,,,,,Match species to FAO sheet.,5240504,,#REF!
1736,NA,"off Natal, South Africa",231,377667,Etmopterus sp. (100%),https://www.dropbox.com/home/Spawning%20ProCreator/maps?preview=map967.pdf,,Google maps,,"-31.264313, 30.000684","-26.573630, 37.559277",,,,,,,5240735,,#REF!
1737,NA,insular slopes of the Hawaiian Islands,231,377667,Etmopterus villosus (100%),https://www.dropbox.com/home/Spawning%20ProCreator/maps?preview=map969.pdf,,drop,,,,,,,,,No suitability map,5240966,,#REF!
1738,Brazil,"Pará, 2005-2006",166,274260,Plagioscion surinamensis (100%),https://www.dropbox.com/home/Spawning%20ProCreator/maps?preview=map1650.pdf,,Google maps,,"-1.560954, -50.605469","1.339121, -46.298828",,,,,,,5241133,,#REF!
1739,Brazil,"Pará, 2007-2008",166,274260,Plagioscion surinamensis (100%),https://www.dropbox.com/home/Spawning%20ProCreator/maps?preview=map1651.pdf,,Google maps,,"-1.560954, -50.605469","1.339121, -46.298828",,,,,,,5241299,,#REF!
1740,Alaska,Alatna River,165,523085,Salmo mackenzii (100%),https://www.dropbox.com/home/Spawning%20ProCreator/maps?preview=map1779.pdf,,drop,,,,,,,,,freshwater locality and anadromous species,5241464,,#REF!
1741,Alaska,Kobuk River,165,523085,Salmo mackenzii (100%),https://www.dropbox.com/home/Spawning%20ProCreator/maps?preview=map1781.pdf,,drop,,,,,,,,,freshwater locality and anadromous species,5241629,,#REF!
1742,Alaska,"Tolovana and Chatanika rivers, with a few entering the Chena River and other clear streams",165,523085,Salmo mackenzii (100%),https://www.dropbox.com/home/Spawning%20ProCreator/maps?preview=map1782.pdf,,drop,,,,,,,,,freshwater locality and anadromous species,5241795,,#REF!
1743,Alaska,upper Yukon,165,523085,Salmo mackenzii (100%),https://www.dropbox.com/home/Spawning%20ProCreator/maps?preview=map1784.pdf,https://iridl.ldeo.columbia.edu/maproom/Global/Ocean_Temp/Annual_Cycle_Max.html?bbox=bb%3A-153.309759444%3A59.9258066998482%3A-128.794329594774%3A63.572953334%3Abb,drop,,,,,,,,,freshwater locality and anadromous species,5241960,,#REF!
1719,,Western Caspian Sea,253,801322,"Salmo trutta fario (50%), Salmo venernensis (50%)",https://www.dropbox.com/home/Spawning%20ProCreator/maps?preview=map1865.pdf,,drop,,,,,,,,,anadromous species,5242213,,#REF!
1745,Russia,Aniva Bay,165,523085,Salmo socialis (100%),https://www.dropbox.com/home/Spawning%20ProCreator/maps?preview=map1808.pdf,,drop,,,,,,,,,anadromous species,5242378,,#REF!
1746,Norway,eastern Murman coast,165,523085,Salmo socialis (100%),https://www.dropbox.com/home/Spawning%20ProCreator/maps?preview=map1809.pdf,,drop,,,,,,,,,anadromous species,5242543,,#REF!
1747,Russia,"Finnmark, western and central Murman",165,523085,Salmo socialis (100%),https://www.dropbox.com/home/Spawning%20ProCreator/maps?preview=map1810.pdf,,drop,,,,,,,,,anadromous species,5242708,,#REF!
1748,Russia,Kola Bay in the West to the Cheshskaya Inlet in the East,165,523085,Salmo socialis (100%),https://www.dropbox.com/home/Spawning%20ProCreator/maps?preview=map1812.pdf,,drop,,,,,,,,,anadromous species,5242873,,#REF!
735,,Western central Atlantic bet. Chesapeake Bay and Amazon River,162936,275977827,Macrodon ancylodon (100%),https://www.dropbox.com/home/Spawning%20ProCreator/maps?preview=map1347.pdf,,drop,,"-5.598300, -75.134034","39.382016, -52.458254",,,,,,"Could not find this in Gutherez and Thompson reference. There was mention of catching fish in Guyana waters, but no mention of spawining. I couldn't find the Hackett et al. primary reference. I believe this locality was mislabeled.",5405810,,#REF!
679,,Western Indian Ocean,190412,234999858,"Carcharhinus falciformis (66%), Carcharhinus menissorrah (5%), Istiophorus audax (1%), Kajikia audax (28%), Makaira zelandica (0%)",https://www.dropbox.com/home/Spawning%20ProCreator/maps?preview=map430.pdf,,FAO sheet,,,,,,,,,Match species to FAO sheet.,5596222,,#REF!
1751,Norway,Norwegian-western Murman coast,165,523085,Salmo socialis (100%),https://www.dropbox.com/home/Spawning%20ProCreator/maps?preview=map1815.pdf,,drop,,,,,,,,,anadromous species,5596387,,#REF!
1752,Russia,Novaya Zemlya,165,523085,Salmo socialis (100%),https://www.dropbox.com/home/Spawning%20ProCreator/maps?preview=map1816.pdf,https://iridl.ldeo.columbia.edu/maproom/Global/Ocean_Temp/Annual_Cycle_Max.html?bbox=bb%3A37.3159800000001%3A54.0976%3A69.171638488%3A77.0062484740001%3Abb,drop,,,,,,,,,anadromous species,5596553,,#REF!
529,,Western Mediterranean,445021,841404148,"Boops boops (71%), Diplodus vulgaris (15%), Pagellus acarne (8%), Pagellus acerna (4%), Pagrus acarne (2%)",https://www.dropbox.com/home/Spawning%20ProCreator/maps?preview=map339.pdf,https://iridl.ldeo.columbia.edu/maproom/Global/Ocean_Temp/Annual_Cycle_Max.html?bbox=bb%3A-14.0234399999999%3A20.2459900000001%3A37.7492790220001%3A60.2459900000001%3Abb,FAO sheet,,,,,,,,,,6041574,,#REF!
1754,Russia,"Sakhalin Island, northeastern coast",165,523085,Salmo socialis (100%),https://www.dropbox.com/home/Spawning%20ProCreator/maps?preview=map1818.pdf,,drop,,,,,,,,,anadromous species,6041739,,#REF!
1755,Russia,"Sakhalin Island, southwestern coast",165,523085,Salmo socialis (100%),https://www.dropbox.com/home/Spawning%20ProCreator/maps?preview=map1819.pdf,,drop,,,,,,,,,anadromous species,6041904,,#REF!
1756,Russia,Sakhalinskiy Bay,165,523085,Salmo socialis (100%),https://www.dropbox.com/home/Spawning%20ProCreator/maps?preview=map1820.pdf,,drop,,,,,,,,,anadromous species,6042069,,#REF!
1757,Iceland,south and west of Iceland,165,523085,Salmo socialis (100%),https://www.dropbox.com/home/Spawning%20ProCreator/maps?preview=map1821.pdf,,drop,,,,,,,,,anadromous species,6042234,,#REF!
1758,Canada,southern British Columbia,165,523085,Salmo socialis (100%),https://www.dropbox.com/home/Spawning%20ProCreator/maps?preview=map1822.pdf,,drop,,,,,,,,,anadromous species,6042400,,#REF!
1759,Russia,west Kamchatka,165,523085,Salmo socialis (100%),https://www.dropbox.com/home/Spawning%20ProCreator/maps?preview=map1823.pdf,,drop,,,,,,,,,anadromous species,6042565,,#REF!
1760,Russia,western coast of Novaya Zemlya and Indiga Bay,165,523085,Salmo socialis (100%),https://www.dropbox.com/home/Spawning%20ProCreator/maps?preview=map1824.pdf,,drop,,,,,,,,,anadromous species,6042730,,#REF!
1761,Israel,NA,165,242016,Acanthurus nigrofuscus (100%),https://www.dropbox.com/home/Spawning%20ProCreator/maps?preview=map1955.pdf,,EEZ,,,,,,,,,,6042895,,#REF!
1762,Denmark,Denmark,156,495554,Salmo strom (100%),https://www.dropbox.com/home/Spawning%20ProCreator/maps?preview=map1826.pdf,https://iridl.ldeo.columbia.edu/maproom/Global/Ocean_Temp/Annual_Cycle_Max.html?bbox=bb%3A7.47593405400002%3A53.381300779%3A15.1973716976932%3A58.537300779%3Abb,drop,,,,,,,,,anadromous species,6043051,,#REF!
