"region","specie","PID","major"
"tropical and subtropical waters of the Pacific","Istiophorus triactis",121,"87"
"tropical and subtropical waters of the Pacific","Istiophorus triactis",138,"87"
"tropical and subtropical waters of the Pacific","Istiophorus triactis",168,"87"
"tropical and subtropical waters of the Pacific","Scomber gladius",52,"87"
"tropical and subtropical waters of the Pacific","Scomber gladius",55,"87"
"tropical and subtropical waters of the Pacific","Scomber gladius",57,"87"
"tropical and subtropical waters of the Pacific","Scomber gladius",62,"87"
"tropical and subtropical waters of the Pacific","Scomber gladius",64,"87"
"tropical and subtropical waters of the Pacific","Scomber gladius",65,"87"
"tropical and subtropical waters of the Pacific","Scomber gladius",67,"87"
"tropical and subtropical waters of the Pacific","Scomber gladius",68,"87"
"tropical and subtropical waters of the Pacific","Scomber gladius",69,"87"
"tropical and subtropical waters of the Pacific","Scomber gladius",70,"87"
"tropical and subtropical waters of the Pacific","Scomber gladius",77,"87"
"tropical and subtropical waters of the Pacific","Scomber gladius",78,"87"
"tropical and subtropical waters of the Pacific","Scomber gladius",80,"87"
"tropical and subtropical waters of the Pacific","Scomber gladius",81,"87"
"tropical and subtropical waters of the Pacific","Scomber gladius",82,"87"
"tropical and subtropical waters of the Pacific","Scomber gladius",86,"87"
"tropical and subtropical waters of the Pacific","Scomber gladius",87,"87"
"tropical and subtropical waters of the Pacific","Scomber gladius",89,"87"
"tropical and subtropical waters of the Pacific","Scomber gladius",94,"87"
"tropical and subtropical waters of the Pacific","Scomber gladius",95,"87"
"tropical and subtropical waters of the Pacific","Scomber gladius",96,"87"
"tropical and subtropical waters of the Pacific","Scomber gladius",98,"87"
"tropical and subtropical waters of the Pacific","Scomber gladius",99,"87"
"tropical and subtropical waters of the Pacific","Scomber gladius",100,"87"
"tropical and subtropical waters of the Pacific","Scomber gladius",101,"87"
"tropical and subtropical waters of the Pacific","Scomber gladius",102,"87"
"tropical and subtropical waters of the Pacific","Scomber gladius",103,"87"
"tropical and subtropical waters of the Pacific","Scomber gladius",104,"87"
"tropical and subtropical waters of the Pacific","Scomber gladius",109,"87"
"tropical and subtropical waters of the Pacific","Scomber gladius",110,"87"
"tropical and subtropical waters of the Pacific","Scomber gladius",111,"87"
"tropical and subtropical waters of the Pacific","Scomber gladius",112,"87"
"tropical and subtropical waters of the Pacific","Scomber gladius",113,"87"
"tropical and subtropical waters of the Pacific","Scomber gladius",114,"87"
"tropical and subtropical waters of the Pacific","Scomber gladius",121,"87"
"tropical and subtropical waters of the Pacific","Scomber gladius",138,"87"
"tropical and subtropical waters of the Pacific","Scomber gladius",168,"87"
"At least in lower latitudes","Lutjanus argentimaculatus",145,"51"
"At least in lower latitudes","Lutjanus argentimculatus",145,"51"
"At least in lower latitudes","Lutjanus argentimaculatus",22,"51"
"At least in lower latitudes","Lutjanus argentimculatus",22,"51"
"At least in lower latitudes","Lutjanus argentimaculatus",144,"51"
"At least in lower latitudes","Lutjanus argentimculatus",144,"51"
"At least in lower latitudes","Lutjanus argentimaculatus",151,"51"
"At least in lower latitudes","Lutjanus argentimculatus",151,"51"
"At least in lower latitudes","Lutjanus argentimaculatus",50,"51"
"At least in lower latitudes","Lutjanus argentimculatus",50,"51"
"At least in lower latitudes","Lutjanus argentimaculatus",72,"51"
"At least in lower latitudes","Lutjanus argentimculatus",72,"51"
"At least in lower latitudes","Lutjanus argentimaculatus",73,"51"
"At least in lower latitudes","Lutjanus argentimculatus",73,"51"
"At least in lower latitudes","Lutjanus argentimaculatus",75,"51"
"At least in lower latitudes","Lutjanus argentimculatus",75,"51"
"At least in lower latitudes","Lutjanus argentimaculatus",23,"57"
"At least in lower latitudes","Lutjanus argentimculatus",23,"57"
"At least in lower latitudes","Lutjanus argentimaculatus",59,"57"
"At least in lower latitudes","Lutjanus argentimculatus",59,"57"
"At least in lower latitudes","Lutjanus argentimaculatus",79,"57"
"At least in lower latitudes","Lutjanus argentimculatus",79,"57"
"At least in lower latitudes","Lutjanus argentimaculatus",76,"57"
"At least in lower latitudes","Lutjanus argentimculatus",76,"57"
"At least in lower latitudes","Lutjanus argentimaculatus",88,"57"
"At least in lower latitudes","Lutjanus argentimculatus",88,"57"
"At least in lower latitudes","Lutjanus argentimaculatus",32,"71"
"At least in lower latitudes","Lutjanus argentimaculatus",35,"71"
"At least in lower latitudes","Lutjanus argentimaculatus",36,"71"
"At least in lower latitudes","Lutjanus argentimaculatus",37,"71"
"At least in lower latitudes","Lutjanus argentimaculatus",46,"71"
"At least in lower latitudes","Lutjanus argentimaculatus",56,"71"
"At least in lower latitudes","Lutjanus argentimaculatus",60,"71"
"At least in lower latitudes","Lutjanus argentimaculatus",61,"71"
"At least in lower latitudes","Lutjanus argentimaculatus",63,"71"
"At least in lower latitudes","Lutjanus argentimaculatus",74,"71"
"At least in lower latitudes","Lutjanus argentimaculatus",148,"71"
"At least in lower latitudes","Lutjanus argentimculatus",32,"71"
"At least in lower latitudes","Lutjanus argentimculatus",35,"71"
"At least in lower latitudes","Lutjanus argentimculatus",36,"71"
"At least in lower latitudes","Lutjanus argentimculatus",37,"71"
"At least in lower latitudes","Lutjanus argentimculatus",46,"71"
"At least in lower latitudes","Lutjanus argentimculatus",56,"71"
"At least in lower latitudes","Lutjanus argentimculatus",60,"71"
"At least in lower latitudes","Lutjanus argentimculatus",61,"71"
"At least in lower latitudes","Lutjanus argentimculatus",63,"71"
"At least in lower latitudes","Lutjanus argentimculatus",74,"71"
"At least in lower latitudes","Lutjanus argentimculatus",148,"71"
"At least in lower latitudes","Lutjanus argentimaculatus",3,"61"
"At least in lower latitudes","Lutjanus argentimaculatus",5,"61"
"At least in lower latitudes","Lutjanus argentimculatus",3,"61"
"At least in lower latitudes","Lutjanus argentimculatus",5,"61"
"Dover Strait and Somme, Seine, Solent, Mont-Saint-Michel, Start and Lyme bays","Solea solea",269,"27"
"Dover Strait and Somme, Seine, Solent, Mont-Saint-Michel, Start and Lyme bays","Solea vulgaris vulgaris",269,"27"
"Dover Strait and Somme, Seine, Solent, Mont-Saint-Michel, Start and Lyme bays","Solea solea",268,"27"
"Dover Strait and Somme, Seine, Solent, Mont-Saint-Michel, Start and Lyme bays","Solea vulgaris vulgaris",268,"27"
"Eastern Pacific between 10° N and 10° S","Thunnus obesus",52,"87"
"Eastern Pacific between 10° N and 10° S","Thunnus sibi",52,"87"
"Eastern Pacific between 10° N and 10° S","Thunnus obesus",65,"87"
"Eastern Pacific between 10° N and 10° S","Thunnus sibi",65,"87"
"Eastern Pacific between 10° N and 10° S","Thunnus obesus",68,"87"
"Eastern Pacific between 10° N and 10° S","Thunnus sibi",68,"87"
"Eastern Pacific between 10° N and 10° S","Thunnus obesus",70,"87"
"Eastern Pacific between 10° N and 10° S","Thunnus sibi",70,"87"
"Eastern Pacific between 10° N and 10° S","Thunnus obesus",78,"87"
"Eastern Pacific between 10° N and 10° S","Thunnus sibi",78,"87"
"Eastern Pacific between 10° N and 10° S","Thunnus obesus",55,"87"
"Eastern Pacific between 10° N and 10° S","Thunnus sibi",55,"87"
"Eastern Pacific between 10° N and 10° S","Thunnus obesus",64,"87"
"Eastern Pacific between 10° N and 10° S","Thunnus sibi",64,"87"
"Eastern Pacific between 10° N and 10° S","Thunnus obesus",67,"87"
"Eastern Pacific between 10° N and 10° S","Thunnus sibi",67,"87"
"Eastern Pacific between 10° N and 10° S","Thunnus obesus",69,"87"
"Eastern Pacific between 10° N and 10° S","Thunnus sibi",69,"87"
"Eastern Pacific between 10° N and 10° S","Thunnus obesus",77,"87"
"Eastern Pacific between 10° N and 10° S","Thunnus sibi",77,"87"
"Eastern Pacific between 10° N and 10° S","Thunnus obesus",62,"87"
"Eastern Pacific between 10° N and 10° S","Thunnus sibi",62,"87"
"Eastern Pacific between 10° N and 10° S","Thunnus obesus",57,"87"
"Eastern Pacific between 10° N and 10° S","Thunnus sibi",57,"87"
"Eastern Pacific between 10° N and 10° S","Thunnus obesus",160,"77"
"Eastern Pacific between 10° N and 10° S","Thunnus sibi",160,"77"
"In equatorial waters","Katsuwonus pelamis",16,"31"
"In equatorial waters","Katsuwonus pelamis",20,"31"
"In equatorial waters","Katsuwonus pelamis",25,"31"
"In equatorial waters","Katsuwonus pelamis",26,"31"
"In equatorial waters","Katsuwonus pelamis",28,"31"
"In equatorial waters","Katsuwonus pelamis",29,"31"
"In equatorial waters","Katsuwonus pelamis",30,"31"
"In equatorial waters","Katsuwonus pelamis",40,"31"
"In equatorial waters","Katsuwonus pelamis",41,"31"
"In equatorial waters","Katsuwonus pelamis",42,"31"
"In equatorial waters","Katsuwonus pelamis",43,"31"
"In equatorial waters","Katsuwonus pelamis",44,"31"
"In equatorial waters","Katsuwonus pelamis",45,"31"
"In equatorial waters","Katsuwonus pelamis",48,"31"
"In equatorial waters","Katsuwonus pelamis",49,"31"
"In equatorial waters","Katsuwonus pelamis",147,"31"
"In equatorial waters","Katsuwonus pelamis",152,"31"
"In equatorial waters","Katsuwonus pelamis",153,"31"
"In equatorial waters","Katsuwonus pelamis",154,"31"
"In equatorial waters","Katsuwonus pelamis",155,"31"
"In equatorial waters","Katsuwonus pelamis",156,"31"
"In equatorial waters","Katsuwonus pelamis",157,"31"
"In equatorial waters","Katsuwonus pelamis",159,"31"
"In equatorial waters","Katsuwonus pelamis",161,"31"
"In equatorial waters","Katsuwonus pelamis",162,"31"
"In equatorial waters","Scomber pelamys",16,"31"
"In equatorial waters","Scomber pelamys",20,"31"
"In equatorial waters","Scomber pelamys",25,"31"
"In equatorial waters","Scomber pelamys",26,"31"
"In equatorial waters","Scomber pelamys",28,"31"
"In equatorial waters","Scomber pelamys",29,"31"
"In equatorial waters","Scomber pelamys",30,"31"
"In equatorial waters","Scomber pelamys",40,"31"
"In equatorial waters","Scomber pelamys",41,"31"
"In equatorial waters","Scomber pelamys",42,"31"
"In equatorial waters","Scomber pelamys",43,"31"
"In equatorial waters","Scomber pelamys",44,"31"
"In equatorial waters","Scomber pelamys",45,"31"
"In equatorial waters","Scomber pelamys",48,"31"
"In equatorial waters","Scomber pelamys",49,"31"
"In equatorial waters","Scomber pelamys",147,"31"
"In equatorial waters","Scomber pelamys",152,"31"
"In equatorial waters","Scomber pelamys",153,"31"
"In equatorial waters","Scomber pelamys",154,"31"
"In equatorial waters","Scomber pelamys",155,"31"
"In equatorial waters","Scomber pelamys",156,"31"
"In equatorial waters","Scomber pelamys",157,"31"
"In equatorial waters","Scomber pelamys",159,"31"
"In equatorial waters","Scomber pelamys",161,"31"
"In equatorial waters","Scomber pelamys",162,"31"
"In equatorial waters","Katsuwonus pelamis",58,"41"
"In equatorial waters","Scomber pelamys",58,"41"
"In equatorial waters","Katsuwonus pelamis",66,"41"
"In equatorial waters","Scomber pelamys",66,"41"
"In equatorial waters","Katsuwonus pelamis",71,"41"
"In equatorial waters","Scomber pelamys",71,"41"
"In equatorial waters","Katsuwonus pelamis",84,"41"
"In equatorial waters","Scomber pelamys",84,"41"
"In equatorial waters","Katsuwonus pelamis",173,"47"
"In equatorial waters","Katsuwonus pelamis",174,"47"
"In equatorial waters","Scomber pelamys",173,"47"
"In equatorial waters","Scomber pelamys",174,"47"
"In equatorial waters","Katsuwonus pelamis",182,"47"
"In equatorial waters","Scomber pelamys",182,"47"
"In equatorial waters","Katsuwonus pelamis",183,"47"
"In equatorial waters","Scomber pelamys",183,"47"
"In equatorial waters","Katsuwonus pelamis",39,"34"
"In equatorial waters","Scomber pelamys",39,"34"
"In equatorial waters","Katsuwonus pelamis",47,"34"
"In equatorial waters","Scomber pelamys",47,"34"
"In equatorial waters","Katsuwonus pelamis",51,"34"
"In equatorial waters","Scomber pelamys",51,"34"
"In equatorial waters","Katsuwonus pelamis",53,"34"
"In equatorial waters","Scomber pelamys",53,"34"
"In equatorial waters","Katsuwonus pelamis",54,"34"
"In equatorial waters","Scomber pelamys",54,"34"
"In equatorial waters","Katsuwonus pelamis",143,"34"
"In equatorial waters","Scomber pelamys",143,"34"
"In equatorial waters","Katsuwonus pelamis",85,"34"
"In equatorial waters","Scomber pelamys",85,"34"
"In equatorial waters","Katsuwonus pelamis",33,"34"
"In equatorial waters","Scomber pelamys",33,"34"
"In equatorial waters","Katsuwonus pelamis",145,"51"
"In equatorial waters","Scomber pelamys",145,"51"
"In equatorial waters","Katsuwonus pelamis",144,"51"
"In equatorial waters","Scomber pelamys",144,"51"
"In equatorial waters","Katsuwonus pelamis",151,"51"
"In equatorial waters","Scomber pelamys",151,"51"
"In equatorial waters","Katsuwonus pelamis",50,"51"
"In equatorial waters","Scomber pelamys",50,"51"
"In equatorial waters","Katsuwonus pelamis",72,"51"
"In equatorial waters","Scomber pelamys",72,"51"
"In equatorial waters","Katsuwonus pelamis",73,"51"
"In equatorial waters","Scomber pelamys",73,"51"
"In equatorial waters","Katsuwonus pelamis",23,"57"
"In equatorial waters","Scomber pelamys",23,"57"
"In equatorial waters","Katsuwonus pelamis",59,"57"
"In equatorial waters","Scomber pelamys",59,"57"
"In equatorial waters","Katsuwonus pelamis",76,"57"
"In equatorial waters","Scomber pelamys",76,"57"
"In equatorial waters","Katsuwonus pelamis",32,"71"
"In equatorial waters","Katsuwonus pelamis",35,"71"
"In equatorial waters","Katsuwonus pelamis",36,"71"
"In equatorial waters","Katsuwonus pelamis",37,"71"
"In equatorial waters","Katsuwonus pelamis",46,"71"
"In equatorial waters","Katsuwonus pelamis",56,"71"
"In equatorial waters","Katsuwonus pelamis",60,"71"
"In equatorial waters","Katsuwonus pelamis",61,"71"
"In equatorial waters","Katsuwonus pelamis",63,"71"
"In equatorial waters","Katsuwonus pelamis",74,"71"
"In equatorial waters","Katsuwonus pelamis",148,"71"
"In equatorial waters","Scomber pelamys",32,"71"
"In equatorial waters","Scomber pelamys",35,"71"
"In equatorial waters","Scomber pelamys",36,"71"
"In equatorial waters","Scomber pelamys",37,"71"
"In equatorial waters","Scomber pelamys",46,"71"
"In equatorial waters","Scomber pelamys",56,"71"
"In equatorial waters","Scomber pelamys",60,"71"
"In equatorial waters","Scomber pelamys",61,"71"
"In equatorial waters","Scomber pelamys",63,"71"
"In equatorial waters","Scomber pelamys",74,"71"
"In equatorial waters","Scomber pelamys",148,"71"
"In equatorial waters","Katsuwonus pelamis",160,"77"
"In equatorial waters","Scomber pelamys",160,"77"
"In equatorial waters","Katsuwonus pelamis",52,"87"
"In equatorial waters","Scomber pelamys",52,"87"
"In equatorial waters","Katsuwonus pelamis",65,"87"
"In equatorial waters","Scomber pelamys",65,"87"
"In equatorial waters","Katsuwonus pelamis",68,"87"
"In equatorial waters","Scomber pelamys",68,"87"
"In equatorial waters","Katsuwonus pelamis",70,"87"
"In equatorial waters","Scomber pelamys",70,"87"
"In equatorial waters","Katsuwonus pelamis",55,"87"
"In equatorial waters","Scomber pelamys",55,"87"
"In equatorial waters","Katsuwonus pelamis",64,"87"
"In equatorial waters","Scomber pelamys",64,"87"
"In equatorial waters","Katsuwonus pelamis",67,"87"
"In equatorial waters","Scomber pelamys",67,"87"
"In equatorial waters","Katsuwonus pelamis",69,"87"
"In equatorial waters","Scomber pelamys",69,"87"
"In equatorial waters","Katsuwonus pelamis",62,"87"
"In equatorial waters","Scomber pelamys",62,"87"
"In equatorial waters","Katsuwonus pelamis",57,"87"
"In equatorial waters","Scomber pelamys",57,"87"
"In lower latitudes","Lutjanus bohar",145,"51"
"In lower latitudes","Lutjanus rangus",145,"51"
"In lower latitudes","Lutjanus bohar",22,"51"
"In lower latitudes","Lutjanus rangus",22,"51"
