"region","specie","PID","major"
"North Sea","Trisopterus esmarkii",242,"27"
"North Sea","Trisopterus esmarkii",248,"27"
"North Sea","Trisopterus esmarkii",274,"27"
"North Sea","Uranoscopus micropterygius",242,"27"
"North Sea","Uranoscopus micropterygius",248,"27"
"North Sea","Uranoscopus micropterygius",274,"27"
"Europe","Pleuronectes platessa",10,"27"
"Europe","Pleuronectes platessa",124,"27"
"Europe","Pleuronectes platessa",125,"27"
"Europe","Pleuronectes platessa",126,"27"
"Europe","Pleuronectes platessa",127,"27"
"Europe","Pleuronectes platessa",192,"27"
"Europe","Pleuronectes platessa",193,"27"
"Europe","Pleuronectes platessa",194,"27"
"Europe","Pleuronectes platessa",195,"27"
"Europe","Pleuronectes platessa",196,"27"
"Europe","Pleuronectes platessa",197,"27"
"Europe","Pleuronectes platessa",232,"27"
"Europe","Pleuronectes platessa",233,"27"
"Europe","Pleuronectes platessa",234,"27"
"Europe","Pleuronectes platessa",235,"27"
"Europe","Pleuronectes platessa",236,"27"
"Europe","Pleuronectes platessa",237,"27"
"Europe","Pleuronectes platessa",238,"27"
"Europe","Pleuronectes platessa",239,"27"
"Europe","Pleuronectes platessa",240,"27"
"Europe","Pleuronectes platessa",241,"27"
"Europe","Pleuronectes platessa",242,"27"
"Europe","Pleuronectes platessa",243,"27"
"Europe","Pleuronectes platessa",244,"27"
"Europe","Pleuronectes platessa",245,"27"
"Europe","Pleuronectes platessa",246,"27"
"Europe","Pleuronectes platessa",247,"27"
"Europe","Pleuronectes platessa",248,"27"
"Europe","Pleuronectes platessa",249,"27"
"Europe","Pleuronectes platessa",250,"27"
"Europe","Pleuronectes platessa",251,"27"
"Europe","Pleuronectes platessa",252,"27"
"Europe","Pleuronectes platessa",253,"27"
"Europe","Pleuronectes platessa",254,"27"
"Europe","Pleuronectes platessa",255,"27"
"Europe","Pleuronectes platessa",256,"27"
"Europe","Pleuronectes platessa",257,"27"
"Europe","Pleuronectes platessa",258,"27"
"Europe","Pleuronectes platessa",259,"27"
"Europe","Pleuronectes platessa",260,"27"
"Europe","Pleuronectes platessa",261,"27"
"Europe","Pleuronectes platessa",262,"27"
"Europe","Pleuronectes platessa",263,"27"
"Europe","Pleuronectes platessa",264,"27"
"Europe","Pleuronectes platessa",265,"27"
"Europe","Pleuronectes platessa",266,"27"
"Europe","Pleuronectes platessa",267,"27"
"Europe","Pleuronectes platessa",268,"27"
"Europe","Pleuronectes platessa",269,"27"
"Europe","Pleuronectes platessa",270,"27"
"Europe","Pleuronectes platessa",271,"27"
"Europe","Pleuronectes platessa",272,"27"
"Europe","Pleuronectes platessa",273,"27"
"Europe","Pleuronectes platessa",274,"27"
"Europe","Pleuronectes platessa",275,"27"
"Europe","Pleuronectes platessa",276,"27"
"Europe","Pleuronectes platessa",277,"27"
"Europe","Pleuronectes platessa",278,"27"
"Europe","Pleuronectes platessa",279,"27"
"Europe","Pleuronectes platessa",280,"27"
"Europe","Pleuronectes platessa",281,"27"
"Europe","Pleuronectes platessa",282,"27"
"Europe","Pleuronectes platessa",283,"27"
"Europe","Pleuronectes platessa",284,"27"
"Europe","Pleuronectes platessa",285,"27"
"Europe","Pleuronectes platessa",8,"37"
"Europe","Pleuronectes platessa",9,"37"
"Europe","Pleuronectes platessa",141,"37"
"Europe","Pleuronectes platessa",11,"37"
"Europe","Pleuronectes platessa",12,"37"
"Europe","Pleuronectes platessa",13,"37"
"Europe","Pleuronectes platessa",6,"37"
"Europe","Pleuronectes platessa",7,"37"
"Europe","Pleuronectes platessa",14,"37"
"Europe","Hippocampus vulgaris",10,"27"
"Europe","Hippocampus vulgaris",124,"27"
"Europe","Hippocampus vulgaris",125,"27"
"Europe","Hippocampus vulgaris",126,"27"
"Europe","Hippocampus vulgaris",127,"27"
"Europe","Hippocampus vulgaris",192,"27"
"Europe","Hippocampus vulgaris",193,"27"
"Europe","Hippocampus vulgaris",194,"27"
"Europe","Hippocampus vulgaris",195,"27"
"Europe","Hippocampus vulgaris",196,"27"
"Europe","Hippocampus vulgaris",197,"27"
"Europe","Hippocampus vulgaris",232,"27"
"Europe","Hippocampus vulgaris",233,"27"
"Europe","Hippocampus vulgaris",234,"27"
"Europe","Hippocampus vulgaris",235,"27"
"Europe","Hippocampus vulgaris",236,"27"
"Europe","Hippocampus vulgaris",237,"27"
"Europe","Hippocampus vulgaris",238,"27"
"Europe","Hippocampus vulgaris",239,"27"
"Europe","Hippocampus vulgaris",240,"27"
"Europe","Hippocampus vulgaris",241,"27"
"Europe","Hippocampus vulgaris",242,"27"
"Europe","Hippocampus vulgaris",243,"27"
"Europe","Hippocampus vulgaris",244,"27"
"Europe","Hippocampus vulgaris",245,"27"
"Europe","Hippocampus vulgaris",246,"27"
"Europe","Hippocampus vulgaris",247,"27"
"Europe","Hippocampus vulgaris",248,"27"
"Europe","Hippocampus vulgaris",249,"27"
"Europe","Hippocampus vulgaris",250,"27"
"Europe","Hippocampus vulgaris",251,"27"
"Europe","Hippocampus vulgaris",252,"27"
"Europe","Hippocampus vulgaris",253,"27"
"Europe","Hippocampus vulgaris",254,"27"
"Europe","Hippocampus vulgaris",255,"27"
"Europe","Hippocampus vulgaris",256,"27"
"Europe","Hippocampus vulgaris",257,"27"
"Europe","Hippocampus vulgaris",258,"27"
"Europe","Hippocampus vulgaris",259,"27"
"Europe","Hippocampus vulgaris",260,"27"
"Europe","Hippocampus vulgaris",261,"27"
"Europe","Hippocampus vulgaris",262,"27"
"Europe","Hippocampus vulgaris",263,"27"
"Europe","Hippocampus vulgaris",264,"27"
"Europe","Hippocampus vulgaris",265,"27"
"Europe","Hippocampus vulgaris",266,"27"
"Europe","Hippocampus vulgaris",267,"27"
"Europe","Hippocampus vulgaris",268,"27"
"Europe","Hippocampus vulgaris",269,"27"
"Europe","Hippocampus vulgaris",270,"27"
"Europe","Hippocampus vulgaris",271,"27"
"Europe","Hippocampus vulgaris",272,"27"
"Europe","Hippocampus vulgaris",273,"27"
"Europe","Hippocampus vulgaris",274,"27"
"Europe","Hippocampus vulgaris",275,"27"
"Europe","Hippocampus vulgaris",276,"27"
"Europe","Hippocampus vulgaris",277,"27"
"Europe","Hippocampus vulgaris",278,"27"
"Europe","Hippocampus vulgaris",279,"27"
"Europe","Hippocampus vulgaris",280,"27"
"Europe","Hippocampus vulgaris",281,"27"
"Europe","Hippocampus vulgaris",282,"27"
"Europe","Hippocampus vulgaris",283,"27"
"Europe","Hippocampus vulgaris",284,"27"
"Europe","Hippocampus vulgaris",285,"27"
"Europe","Liza aurata",10,"27"
"Europe","Liza aurata",124,"27"
"Europe","Liza aurata",125,"27"
"Europe","Liza aurata",126,"27"
"Europe","Liza aurata",127,"27"
"Europe","Liza aurata",192,"27"
"Europe","Liza aurata",193,"27"
"Europe","Liza aurata",194,"27"
"Europe","Liza aurata",195,"27"
"Europe","Liza aurata",196,"27"
"Europe","Liza aurata",197,"27"
"Europe","Liza aurata",232,"27"
"Europe","Liza aurata",233,"27"
"Europe","Liza aurata",234,"27"
"Europe","Liza aurata",235,"27"
"Europe","Liza aurata",236,"27"
"Europe","Liza aurata",237,"27"
"Europe","Liza aurata",238,"27"
"Europe","Liza aurata",239,"27"
"Europe","Liza aurata",240,"27"
"Europe","Liza aurata",241,"27"
"Europe","Liza aurata",242,"27"
"Europe","Liza aurata",243,"27"
"Europe","Liza aurata",244,"27"
"Europe","Liza aurata",245,"27"
"Europe","Liza aurata",246,"27"
"Europe","Liza aurata",247,"27"
"Europe","Liza aurata",248,"27"
"Europe","Liza aurata",249,"27"
"Europe","Liza aurata",250,"27"
"Europe","Liza aurata",251,"27"
"Europe","Liza aurata",252,"27"
"Europe","Liza aurata",253,"27"
"Europe","Liza aurata",254,"27"
"Europe","Liza aurata",255,"27"
"Europe","Liza aurata",256,"27"
"Europe","Liza aurata",257,"27"
"Europe","Liza aurata",258,"27"
"Europe","Liza aurata",259,"27"
"Europe","Liza aurata",260,"27"
"Europe","Liza aurata",261,"27"
"Europe","Liza aurata",262,"27"
"Europe","Liza aurata",263,"27"
"Europe","Liza aurata",264,"27"
"Europe","Liza aurata",265,"27"
"Europe","Liza aurata",266,"27"
"Europe","Liza aurata",267,"27"
"Europe","Liza aurata",268,"27"
"Europe","Liza aurata",269,"27"
"Europe","Liza aurata",270,"27"
"Europe","Liza aurata",271,"27"
"Europe","Liza aurata",272,"27"
"Europe","Liza aurata",273,"27"
"Europe","Liza aurata",274,"27"
"Europe","Liza aurata",275,"27"
"Europe","Liza aurata",276,"27"
"Europe","Liza aurata",277,"27"
"Europe","Liza aurata",278,"27"
"Europe","Liza aurata",279,"27"
"Europe","Liza aurata",280,"27"
"Europe","Liza aurata",281,"27"
"Europe","Liza aurata",282,"27"
"Europe","Liza aurata",283,"27"
"Europe","Liza aurata",284,"27"
"Europe","Liza aurata",285,"27"
"Europe","Liza auratus",10,"27"
"Europe","Liza auratus",124,"27"
"Europe","Liza auratus",125,"27"
"Europe","Liza auratus",126,"27"
"Europe","Liza auratus",127,"27"
"Europe","Liza auratus",192,"27"
"Europe","Liza auratus",193,"27"
"Europe","Liza auratus",194,"27"
"Europe","Liza auratus",195,"27"
"Europe","Liza auratus",196,"27"
"Europe","Liza auratus",197,"27"
"Europe","Liza auratus",232,"27"
"Europe","Liza auratus",233,"27"
"Europe","Liza auratus",234,"27"
"Europe","Liza auratus",235,"27"
"Europe","Liza auratus",236,"27"
"Europe","Liza auratus",237,"27"
"Europe","Liza auratus",238,"27"
"Europe","Liza auratus",239,"27"
"Europe","Liza auratus",240,"27"
"Europe","Liza auratus",241,"27"
"Europe","Liza auratus",242,"27"
"Europe","Liza auratus",243,"27"
"Europe","Liza auratus",244,"27"
"Europe","Liza auratus",245,"27"
"Europe","Liza auratus",246,"27"
"Europe","Liza auratus",247,"27"
"Europe","Liza auratus",248,"27"
"Europe","Liza auratus",249,"27"
"Europe","Liza auratus",250,"27"
"Europe","Liza auratus",251,"27"
"Europe","Liza auratus",252,"27"
"Europe","Liza auratus",253,"27"
"Europe","Liza auratus",254,"27"
"Europe","Liza auratus",255,"27"
"Europe","Liza auratus",256,"27"
"Europe","Liza auratus",257,"27"
"Europe","Liza auratus",258,"27"
"Europe","Liza auratus",259,"27"
"Europe","Liza auratus",260,"27"
"Europe","Liza auratus",261,"27"
"Europe","Liza auratus",262,"27"
"Europe","Liza auratus",263,"27"
"Europe","Liza auratus",264,"27"
"Europe","Liza auratus",265,"27"
"Europe","Liza auratus",266,"27"
"Europe","Liza auratus",267,"27"
"Europe","Liza auratus",268,"27"
"Europe","Liza auratus",269,"27"
"Europe","Liza auratus",270,"27"
"Europe","Liza auratus",271,"27"
"Europe","Liza auratus",272,"27"
"Europe","Liza auratus",273,"27"
"Europe","Liza auratus",274,"27"
"Europe","Liza auratus",275,"27"
"Europe","Liza auratus",276,"27"
"Europe","Liza auratus",277,"27"
"Europe","Liza auratus",278,"27"
"Europe","Liza auratus",279,"27"
"Europe","Liza auratus",280,"27"
"Europe","Liza auratus",281,"27"
"Europe","Liza auratus",282,"27"
"Europe","Liza auratus",283,"27"
"Europe","Liza auratus",284,"27"
"Europe","Liza auratus",285,"27"
"Europe","Liza ramada",10,"27"
"Europe","Liza ramada",124,"27"
"Europe","Liza ramada",125,"27"
"Europe","Liza ramada",126,"27"
"Europe","Liza ramada",127,"27"
"Europe","Liza ramada",192,"27"
"Europe","Liza ramada",193,"27"
"Europe","Liza ramada",194,"27"
"Europe","Liza ramada",195,"27"
"Europe","Liza ramada",196,"27"
"Europe","Liza ramada",197,"27"
"Europe","Liza ramada",232,"27"
"Europe","Liza ramada",233,"27"
"Europe","Liza ramada",234,"27"
"Europe","Liza ramada",235,"27"
"Europe","Liza ramada",236,"27"
"Europe","Liza ramada",237,"27"
"Europe","Liza ramada",238,"27"
"Europe","Liza ramada",239,"27"
"Europe","Liza ramada",240,"27"
"Europe","Liza ramada",241,"27"
"Europe","Liza ramada",242,"27"
"Europe","Liza ramada",243,"27"
"Europe","Liza ramada",244,"27"
"Europe","Liza ramada",245,"27"
"Europe","Liza ramada",246,"27"
"Europe","Liza ramada",247,"27"
"Europe","Liza ramada",248,"27"
"Europe","Liza ramada",249,"27"
"Europe","Liza ramada",250,"27"
"Europe","Liza ramada",251,"27"
"Europe","Liza ramada",252,"27"
"Europe","Liza ramada",253,"27"
"Europe","Liza ramada",254,"27"
"Europe","Liza ramada",255,"27"
"Europe","Liza ramada",256,"27"
"Europe","Liza ramada",257,"27"
"Europe","Liza ramada",258,"27"
"Europe","Liza ramada",259,"27"
"Europe","Liza ramada",260,"27"
"Europe","Liza ramada",261,"27"
"Europe","Liza ramada",262,"27"
"Europe","Liza ramada",263,"27"
"Europe","Liza ramada",264,"27"
"Europe","Liza ramada",265,"27"
"Europe","Liza ramada",266,"27"
"Europe","Liza ramada",267,"27"
"Europe","Liza ramada",268,"27"
"Europe","Liza ramada",269,"27"
"Europe","Liza ramada",270,"27"
"Europe","Liza ramada",271,"27"
"Europe","Liza ramada",272,"27"
"Europe","Liza ramada",273,"27"
"Europe","Liza ramada",274,"27"
"Europe","Liza ramada",275,"27"
"Europe","Liza ramada",276,"27"
"Europe","Liza ramada",277,"27"
"Europe","Liza ramada",278,"27"
"Europe","Liza ramada",279,"27"
"Europe","Liza ramada",280,"27"
"Europe","Liza ramada",281,"27"
"Europe","Liza ramada",282,"27"
"Europe","Liza ramada",283,"27"
"Europe","Liza ramada",284,"27"
"Europe","Liza ramada",285,"27"
"Europe","Liza ramado",10,"27"
"Europe","Liza ramado",124,"27"
"Europe","Liza ramado",125,"27"
"Europe","Liza ramado",126,"27"
"Europe","Liza ramado",127,"27"
"Europe","Liza ramado",192,"27"
"Europe","Liza ramado",193,"27"
"Europe","Liza ramado",194,"27"
"Europe","Liza ramado",195,"27"
"Europe","Liza ramado",196,"27"
"Europe","Liza ramado",197,"27"
"Europe","Liza ramado",232,"27"
"Europe","Liza ramado",233,"27"
"Europe","Liza ramado",234,"27"
"Europe","Liza ramado",235,"27"
"Europe","Liza ramado",236,"27"
"Europe","Liza ramado",237,"27"
"Europe","Liza ramado",238,"27"
"Europe","Liza ramado",239,"27"
"Europe","Liza ramado",240,"27"
"Europe","Liza ramado",241,"27"
"Europe","Liza ramado",242,"27"
"Europe","Liza ramado",243,"27"
"Europe","Liza ramado",244,"27"
"Europe","Liza ramado",245,"27"
"Europe","Liza ramado",246,"27"
"Europe","Liza ramado",247,"27"
"Europe","Liza ramado",248,"27"
"Europe","Liza ramado",249,"27"
"Europe","Liza ramado",250,"27"
"Europe","Liza ramado",251,"27"
"Europe","Liza ramado",252,"27"
"Europe","Liza ramado",253,"27"
"Europe","Liza ramado",254,"27"
"Europe","Liza ramado",255,"27"
"Europe","Liza ramado",256,"27"
"Europe","Liza ramado",257,"27"
"Europe","Liza ramado",258,"27"
"Europe","Liza ramado",259,"27"
"Europe","Liza ramado",260,"27"
"Europe","Liza ramado",261,"27"
"Europe","Liza ramado",262,"27"
"Europe","Liza ramado",263,"27"
"Europe","Liza ramado",264,"27"
"Europe","Liza ramado",265,"27"
"Europe","Liza ramado",266,"27"
"Europe","Liza ramado",267,"27"
"Europe","Liza ramado",268,"27"
"Europe","Liza ramado",269,"27"
"Europe","Liza ramado",270,"27"
"Europe","Liza ramado",271,"27"
"Europe","Liza ramado",272,"27"
"Europe","Liza ramado",273,"27"
"Europe","Liza ramado",274,"27"
"Europe","Liza ramado",275,"27"
"Europe","Liza ramado",276,"27"
"Europe","Liza ramado",277,"27"
"Europe","Liza ramado",278,"27"
"Europe","Liza ramado",279,"27"
"Europe","Liza ramado",280,"27"
"Europe","Liza ramado",281,"27"
"Europe","Liza ramado",282,"27"
"Europe","Liza ramado",283,"27"
"Europe","Liza ramado",284,"27"
"Europe","Liza ramado",285,"27"
"Europe","Mugil octoradiatus",10,"27"
"Europe","Mugil octoradiatus",124,"27"
"Europe","Mugil octoradiatus",125,"27"
"Europe","Mugil octoradiatus",126,"27"
"Europe","Mugil octoradiatus",127,"27"
"Europe","Mugil octoradiatus",192,"27"
"Europe","Mugil octoradiatus",193,"27"
"Europe","Mugil octoradiatus",194,"27"
"Europe","Mugil octoradiatus",195,"27"
"Europe","Mugil octoradiatus",196,"27"
"Europe","Mugil octoradiatus",197,"27"
"Europe","Mugil octoradiatus",232,"27"
"Europe","Mugil octoradiatus",233,"27"
"Europe","Mugil octoradiatus",234,"27"
"Europe","Mugil octoradiatus",235,"27"
"Europe","Mugil octoradiatus",236,"27"
"Europe","Mugil octoradiatus",237,"27"
"Europe","Mugil octoradiatus",238,"27"
"Europe","Mugil octoradiatus",239,"27"
"Europe","Mugil octoradiatus",240,"27"
"Europe","Mugil octoradiatus",241,"27"
"Europe","Mugil octoradiatus",242,"27"
"Europe","Mugil octoradiatus",243,"27"
"Europe","Mugil octoradiatus",244,"27"
"Europe","Mugil octoradiatus",245,"27"
"Europe","Mugil octoradiatus",246,"27"
"Europe","Mugil octoradiatus",247,"27"
"Europe","Mugil octoradiatus",248,"27"
"Europe","Mugil octoradiatus",249,"27"
"Europe","Mugil octoradiatus",250,"27"
"Europe","Mugil octoradiatus",251,"27"
"Europe","Mugil octoradiatus",252,"27"
"Europe","Mugil octoradiatus",253,"27"
"Europe","Mugil octoradiatus",254,"27"
"Europe","Mugil octoradiatus",255,"27"
"Europe","Mugil octoradiatus",256,"27"
"Europe","Mugil octoradiatus",257,"27"
"Europe","Mugil octoradiatus",258,"27"
"Europe","Mugil octoradiatus",259,"27"
"Europe","Mugil octoradiatus",260,"27"
"Europe","Mugil octoradiatus",261,"27"
"Europe","Mugil octoradiatus",262,"27"
"Europe","Mugil octoradiatus",263,"27"
"Europe","Mugil octoradiatus",264,"27"
"Europe","Mugil octoradiatus",265,"27"
"Europe","Mugil octoradiatus",266,"27"
"Europe","Mugil octoradiatus",267,"27"
"Europe","Mugil octoradiatus",268,"27"
"Europe","Mugil octoradiatus",269,"27"
"Europe","Mugil octoradiatus",270,"27"
"Europe","Mugil octoradiatus",271,"27"
"Europe","Mugil octoradiatus",272,"27"
"Europe","Mugil octoradiatus",273,"27"
"Europe","Mugil octoradiatus",274,"27"
"Europe","Mugil octoradiatus",275,"27"
"Europe","Mugil octoradiatus",276,"27"
"Europe","Mugil octoradiatus",277,"27"
"Europe","Mugil octoradiatus",278,"27"
"Europe","Mugil octoradiatus",279,"27"
"Europe","Mugil octoradiatus",280,"27"
"Europe","Mugil octoradiatus",281,"27"
"Europe","Mugil octoradiatus",282,"27"
"Europe","Mugil octoradiatus",283,"27"
"Europe","Mugil octoradiatus",284,"27"
"Europe","Mugil octoradiatus",285,"27"
"Europe","Mugil ramado",10,"27"
"Europe","Mugil ramado",124,"27"
"Europe","Mugil ramado",125,"27"
"Europe","Mugil ramado",126,"27"
"Europe","Mugil ramado",127,"27"
"Europe","Mugil ramado",192,"27"
"Europe","Mugil ramado",193,"27"
"Europe","Mugil ramado",194,"27"
"Europe","Mugil ramado",195,"27"
"Europe","Mugil ramado",196,"27"
"Europe","Mugil ramado",197,"27"
"Europe","Mugil ramado",232,"27"
"Europe","Mugil ramado",233,"27"
"Europe","Mugil ramado",234,"27"
"Europe","Mugil ramado",235,"27"
"Europe","Mugil ramado",236,"27"
"Europe","Mugil ramado",237,"27"
"Europe","Mugil ramado",238,"27"
"Europe","Mugil ramado",239,"27"
"Europe","Mugil ramado",240,"27"
"Europe","Mugil ramado",241,"27"
"Europe","Mugil ramado",242,"27"
"Europe","Mugil ramado",243,"27"
"Europe","Mugil ramado",244,"27"
"Europe","Mugil ramado",245,"27"
"Europe","Mugil ramado",246,"27"
"Europe","Mugil ramado",247,"27"
"Europe","Mugil ramado",248,"27"
"Europe","Mugil ramado",249,"27"
"Europe","Mugil ramado",250,"27"
"Europe","Mugil ramado",251,"27"
"Europe","Mugil ramado",252,"27"
"Europe","Mugil ramado",253,"27"
"Europe","Mugil ramado",254,"27"
"Europe","Mugil ramado",255,"27"
"Europe","Mugil ramado",256,"27"
"Europe","Mugil ramado",257,"27"
"Europe","Mugil ramado",258,"27"
"Europe","Mugil ramado",259,"27"
"Europe","Mugil ramado",260,"27"
"Europe","Mugil ramado",261,"27"
"Europe","Mugil ramado",262,"27"
"Europe","Mugil ramado",263,"27"
"Europe","Mugil ramado",264,"27"
"Europe","Mugil ramado",265,"27"
"Europe","Mugil ramado",266,"27"
"Europe","Mugil ramado",267,"27"
"Europe","Mugil ramado",268,"27"
"Europe","Mugil ramado",269,"27"
"Europe","Mugil ramado",270,"27"
"Europe","Mugil ramado",271,"27"
"Europe","Mugil ramado",272,"27"
"Europe","Mugil ramado",273,"27"
"Europe","Mugil ramado",274,"27"
"Europe","Mugil ramado",275,"27"
"Europe","Mugil ramado",276,"27"
"Europe","Mugil ramado",277,"27"
"Europe","Mugil ramado",278,"27"
"Europe","Mugil ramado",279,"27"
"Europe","Mugil ramado",280,"27"
"Europe","Mugil ramado",281,"27"
"Europe","Mugil ramado",282,"27"
"Europe","Mugil ramado",283,"27"
"Europe","Mugil ramado",284,"27"
"Europe","Mugil ramado",285,"27"
"Europe","Scomber germon",10,"27"
"Europe","Scomber germon",124,"27"
"Europe","Scomber germon",125,"27"
"Europe","Scomber germon",126,"27"
"Europe","Scomber germon",127,"27"
"Europe","Scomber germon",192,"27"
"Europe","Scomber germon",193,"27"
"Europe","Scomber germon",194,"27"
"Europe","Scomber germon",195,"27"
"Europe","Scomber germon",196,"27"
"Europe","Scomber germon",197,"27"
"Europe","Scomber germon",232,"27"
"Europe","Scomber germon",233,"27"
"Europe","Scomber germon",234,"27"
"Europe","Scomber germon",235,"27"
"Europe","Scomber germon",236,"27"
"Europe","Scomber germon",237,"27"
"Europe","Scomber germon",238,"27"
"Europe","Scomber germon",239,"27"
"Europe","Scomber germon",240,"27"
"Europe","Scomber germon",241,"27"
"Europe","Scomber germon",242,"27"
"Europe","Scomber germon",243,"27"
"Europe","Scomber germon",244,"27"
"Europe","Scomber germon",245,"27"
"Europe","Scomber germon",246,"27"
"Europe","Scomber germon",247,"27"
"Europe","Scomber germon",248,"27"
"Europe","Scomber germon",249,"27"
"Europe","Scomber germon",250,"27"
"Europe","Scomber germon",251,"27"
"Europe","Scomber germon",252,"27"
"Europe","Scomber germon",253,"27"
"Europe","Scomber germon",254,"27"
"Europe","Scomber germon",255,"27"
"Europe","Scomber germon",256,"27"
"Europe","Scomber germon",257,"27"
"Europe","Scomber germon",258,"27"
"Europe","Scomber germon",259,"27"
"Europe","Scomber germon",260,"27"
"Europe","Scomber germon",261,"27"
"Europe","Scomber germon",262,"27"
"Europe","Scomber germon",263,"27"
"Europe","Scomber germon",264,"27"
"Europe","Scomber germon",265,"27"
"Europe","Scomber germon",266,"27"
"Europe","Scomber germon",267,"27"
"Europe","Scomber germon",268,"27"
"Europe","Scomber germon",269,"27"
"Europe","Scomber germon",270,"27"
"Europe","Scomber germon",271,"27"
"Europe","Scomber germon",272,"27"
"Europe","Scomber germon",273,"27"
"Europe","Scomber germon",274,"27"
"Europe","Scomber germon",275,"27"
"Europe","Scomber germon",276,"27"
"Europe","Scomber germon",277,"27"
"Europe","Scomber germon",278,"27"
"Europe","Scomber germon",279,"27"
"Europe","Scomber germon",280,"27"
"Europe","Scomber germon",281,"27"
"Europe","Scomber germon",282,"27"
"Europe","Scomber germon",283,"27"
"Europe","Scomber germon",284,"27"
"Europe","Scomber germon",285,"27"
"Europe","Thunnus alalunga",10,"27"
"Europe","Thunnus alalunga",124,"27"
"Europe","Thunnus alalunga",125,"27"
"Europe","Thunnus alalunga",126,"27"
"Europe","Thunnus alalunga",127,"27"
"Europe","Thunnus alalunga",192,"27"
"Europe","Thunnus alalunga",193,"27"
"Europe","Thunnus alalunga",194,"27"
"Europe","Thunnus alalunga",195,"27"
"Europe","Thunnus alalunga",196,"27"
"Europe","Thunnus alalunga",197,"27"
"Europe","Thunnus alalunga",232,"27"
"Europe","Thunnus alalunga",233,"27"
"Europe","Thunnus alalunga",234,"27"
"Europe","Thunnus alalunga",235,"27"
"Europe","Thunnus alalunga",236,"27"
"Europe","Thunnus alalunga",237,"27"
"Europe","Thunnus alalunga",238,"27"
"Europe","Thunnus alalunga",239,"27"
"Europe","Thunnus alalunga",240,"27"
"Europe","Thunnus alalunga",241,"27"
"Europe","Thunnus alalunga",242,"27"
"Europe","Thunnus alalunga",243,"27"
"Europe","Thunnus alalunga",244,"27"
"Europe","Thunnus alalunga",245,"27"
"Europe","Thunnus alalunga",246,"27"
"Europe","Thunnus alalunga",247,"27"
"Europe","Thunnus alalunga",248,"27"
"Europe","Thunnus alalunga",249,"27"
"Europe","Thunnus alalunga",250,"27"
"Europe","Thunnus alalunga",251,"27"
"Europe","Thunnus alalunga",252,"27"
"Europe","Thunnus alalunga",253,"27"
"Europe","Thunnus alalunga",254,"27"
"Europe","Thunnus alalunga",255,"27"
"Europe","Thunnus alalunga",256,"27"
"Europe","Thunnus alalunga",257,"27"
"Europe","Thunnus alalunga",258,"27"
"Europe","Thunnus alalunga",259,"27"
"Europe","Thunnus alalunga",260,"27"
"Europe","Thunnus alalunga",261,"27"
"Europe","Thunnus alalunga",262,"27"
"Europe","Thunnus alalunga",263,"27"
"Europe","Thunnus alalunga",264,"27"
"Europe","Thunnus alalunga",265,"27"
"Europe","Thunnus alalunga",266,"27"
"Europe","Thunnus alalunga",267,"27"
"Europe","Thunnus alalunga",268,"27"
"Europe","Thunnus alalunga",269,"27"
"Europe","Thunnus alalunga",270,"27"
"Europe","Thunnus alalunga",271,"27"
"Europe","Thunnus alalunga",272,"27"
"Europe","Thunnus alalunga",273,"27"
"Europe","Thunnus alalunga",274,"27"
"Europe","Thunnus alalunga",275,"27"
"Europe","Thunnus alalunga",276,"27"
"Europe","Thunnus alalunga",277,"27"
"Europe","Thunnus alalunga",278,"27"
"Europe","Thunnus alalunga",279,"27"
"Europe","Thunnus alalunga",280,"27"
"Europe","Thunnus alalunga",281,"27"
"Europe","Thunnus alalunga",282,"27"
"Europe","Thunnus alalunga",283,"27"
"Europe","Thunnus alalunga",284,"27"
"Europe","Thunnus alalunga",285,"27"
"Europe","Thunnus pacificus",10,"27"
"Europe","Thunnus pacificus",124,"27"
"Europe","Thunnus pacificus",125,"27"
"Europe","Thunnus pacificus",126,"27"
"Europe","Thunnus pacificus",127,"27"
"Europe","Thunnus pacificus",192,"27"
"Europe","Thunnus pacificus",193,"27"
"Europe","Thunnus pacificus",194,"27"
"Europe","Thunnus pacificus",195,"27"
"Europe","Thunnus pacificus",196,"27"
"Europe","Thunnus pacificus",197,"27"
"Europe","Thunnus pacificus",232,"27"
"Europe","Thunnus pacificus",233,"27"
"Europe","Thunnus pacificus",234,"27"
"Europe","Thunnus pacificus",235,"27"
"Europe","Thunnus pacificus",236,"27"
"Europe","Thunnus pacificus",237,"27"
"Europe","Thunnus pacificus",238,"27"
"Europe","Thunnus pacificus",239,"27"
"Europe","Thunnus pacificus",240,"27"
"Europe","Thunnus pacificus",241,"27"
"Europe","Thunnus pacificus",242,"27"
"Europe","Thunnus pacificus",243,"27"
"Europe","Thunnus pacificus",244,"27"
"Europe","Thunnus pacificus",245,"27"
"Europe","Thunnus pacificus",246,"27"
"Europe","Thunnus pacificus",247,"27"
"Europe","Thunnus pacificus",248,"27"
"Europe","Thunnus pacificus",249,"27"
"Europe","Thunnus pacificus",250,"27"
"Europe","Thunnus pacificus",251,"27"
"Europe","Thunnus pacificus",252,"27"
"Europe","Thunnus pacificus",253,"27"
"Europe","Thunnus pacificus",254,"27"
"Europe","Thunnus pacificus",255,"27"
"Europe","Thunnus pacificus",256,"27"
"Europe","Thunnus pacificus",257,"27"
"Europe","Thunnus pacificus",258,"27"
"Europe","Thunnus pacificus",259,"27"
