"region","specie","eez","major"
"Northeastern Atlantic and Mediterranean","Raja melitensis",139,"37"
"Northeastern Atlantic and Mediterranean","Raja melitensis",140,"37"
"Northeastern Atlantic and Mediterranean","Raja melitensis",178,"37"
"Northeastern Atlantic and Mediterranean","Raja melitensis",232,"37"
"Northeastern Atlantic and Mediterranean","Raja melitensis",50,"37"
"Northeastern Atlantic and Mediterranean","Raja melitensis",51,"37"
"Northeastern Atlantic and Mediterranean","Raja melitensis",61,"37"
"Northeastern Atlantic and Mediterranean","Raja melitensis",58,"37"
"Northeastern Atlantic and Mediterranean","Raja melitensis",59,"37"
"Northeastern Atlantic and Mediterranean","Raja melitensis",60,"37"
"Northeastern Atlantic and Mediterranean","Raja melitensis",62,"37"
"Northeastern Atlantic and Mediterranean","Raja melitensis",193,"37"
"Northeastern Atlantic and Mediterranean","Raja melitensis",195,"37"
"Northeastern Caribbean Sea","Lutjanus mahogoni",241,"31"
"Northeastern Caribbean Sea","Lutjanus mahogoni",93,"31"
"Northeastern Caribbean Sea","Lutjanus mahogoni",247,"31"
"Northeastern Caribbean Sea","Lutjanus mahogoni",94,"31"
"Northeastern Caribbean Sea","Lutjanus mahogoni",92,"31"
"Northeastern Caribbean Sea","Lutjanus mahogoni",95,"31"
"Northeastern Caribbean Sea","Lutjanus mahogoni",97,"31"
"Northeastern Indian Ocean","Carcharhinus cautus",19,"57"
"Northeastern Indian Ocean","Carcharhinus cautus",30,"57"
"Northeastern Indian Ocean","Carcharhinus cautus",153,"57"
"Northeastern Indian Ocean","Carcharhinus cautus",154,"57"
"Northeastern Indian Ocean","Carcharhinus cautus",166,"57"
"Northeastern Indian Ocean","Carcharhinus cautus",172,"57"
"Northeastern Indian Ocean","Carcharhinus cautus",196,"57"
"Northeastern Indian Ocean","Carcharhinus cautus",200,"57"
"Northeastern Indian Ocean","Carcharhinus cautus",220,"57"
"Northeastern Indian Ocean","Carcharhinus cautus",1,"57"
"Northeastern Indian Ocean","Carcharhinus cautus",2,"57"
"Northeastern Indian Ocean","Carcharhinus cautus",198,"57"
"Northeastern Indian Ocean","Carcharhinus cautus",173,"57"
"Northeastern Indian Ocean","Carcharhinus cautus",174,"57"
"Northeastern Indian Ocean","Carcharhinus cautus",176,"57"
"Northeastern Indian Ocean","Carcharhinus cautus",197,"57"
"Northeastern Pacific","Merluccius productus",185,"67"
"Northeastern Pacific","Merluccius productus",188,"67"
"Northeastern Pacific","Merluccius productus",207,"67"
"Northeastern Pacific","Merluccius productus",211,"67"
"Northern and Arctic Sea","Boreogadus saida",211,"18"
"Northern and Arctic Sea","Boreogadus saida",188,"18"
"Northern and Arctic Sea","Boreogadus saida",162,"18"
"Northern and Arctic Sea","Boreogadus saida",207,"18"
"Northern and Arctic Sea","Boreogadus saida",182,"27"
"Northern and Arctic Sea","Boreogadus saida",227,"27"
"Northern and Arctic Sea","Boreogadus saida",137,"27"
"Northern and Arctic Sea","Boreogadus saida",44,"27"
"Northern and Arctic Sea","Boreogadus saida",219,"27"
"Northern and Arctic Sea","Boreogadus saida",242,"27"
"Northern and Arctic Sea","Boreogadus saida",226,"27"
"Northern and Arctic Sea","Boreogadus saida",135,"27"
"Northern and Arctic Sea","Boreogadus saida",207,"27"
"Northern and Arctic Sea","Boreogadus saida",136,"27"
"Northern and Arctic Sea","Boreogadus saida",162,"27"
"Northern and Arctic Sea","Boreogadus saida",163,"27"
"Northern Baltic","Coregonus widegreni",136,"27"
"Northern Baltic","Coregonus widegreni",202,"27"
"Northern Baltic","Coregonus widegreni",226,"27"
"Northern Baltic","Coregonus widegreni",227,"27"
"Northern Baltic","Coregonus widegreni",52,"27"
"Northern Baltic","Coregonus widegreni",141,"27"
"Northern Baltic","Coregonus widegreni",207,"27"
"Northern Baltic","Coregonus widegreni",53,"27"
"Northern Baltic","Coregonus widegreni",135,"27"
"Northern Baltic","Coregonus widegreni",242,"27"
"Northern North Sea","Melanogrammus aeglefinus",112,"27"
"Northern North Sea","Melanogrammus aeglefinus",182,"27"
"Northern North Sea","Melanogrammus aeglefinus",242,"27"
"northern part of its range","Spondyliosoma cantharus",112,"27"
"northern part of its range","Spondyliosoma cantharus",182,"27"
"northern part of its range","Spondyliosoma cantharus",242,"27"
"Northwestern Indian Ocean.","Scyliorhinus quagga",34,"51"
"Northwestern Indian Ocean.","Scyliorhinus quagga",35,"51"
"Northwestern Indian Ocean.","Scyliorhinus quagga",36,"51"
"Northwestern Indian Ocean.","Scyliorhinus quagga",37,"51"
"Northwestern Indian Ocean.","Scyliorhinus quagga",187,"51"
"Northwestern Indian Ocean.","Scyliorhinus quagga",192,"51"
"Northwestern Indian Ocean.","Scyliorhinus quagga",228,"51"
"Northwestern Indian Ocean.","Scyliorhinus quagga",39,"51"
"Northwestern Indian Ocean.","Scyliorhinus quagga",166,"51"
"Northwestern Indian Ocean.","Scyliorhinus quagga",167,"51"
"Northwestern Indian Ocean.","Scyliorhinus quagga",200,"51"
"Northwestern Indian Ocean.","Scyliorhinus quagga",20,"51"
"Northwestern Indian Ocean.","Scyliorhinus quagga",23,"51"
"Northwestern Indian Ocean.","Scyliorhinus quagga",29,"51"
"Northwestern Indian Ocean.","Scyliorhinus quagga",31,"51"
"Northwestern Indian Ocean.","Scyliorhinus quagga",33,"51"
"Northwestern Indian Ocean.","Scyliorhinus quagga",152,"51"
"Northwestern Indian Ocean.","Scyliorhinus quagga",248,"51"
"northwestern Mediterranean","Lutjanus mediterraneus",225,"37"
"northwestern Mediterranean","Lutjanus mediterraneus",219,"37"
"northwestern Mediterranean","Lutjanus mediterraneus",138,"37"
"Norway","Ctenolabrus rupestris",242,"27"
"NW Atlantic,","Reinhardtius hippoglossoides",162,"21"
"NW Atlantic,","Reinhardtius hippoglossoides",188,"21"
"NW Atlantic,","Reinhardtius hippoglossoides",157,"21"
"NW Atlantic,","Reinhardtius hippoglossoides",185,"21"
"NW Atlantic,","Reinhardtius hippoglossoides",87,"21"
"off Argentina","Etmopterus gracilispinis",206,"41"
"off Hainan Island, China","Etmopterus decacuspidatus",204,"61"
"Off Japan and Taiwan Island","Scyliorhinus macrorhynchus",189,"61"
"Off Japan and Taiwan Island","Scyliorhinus macrorhynchus",13,"61"
"Off Kola Peninsula","Platichthys flesus",207,"27"
"Off Natal and southern Mozambique, Cape of Good Hope and Tanzania (Zanzibar)","Scyliorhinus polystigma",82,"51"
"Off Natal and southern Mozambique, Cape of Good Hope and Tanzania (Zanzibar)","Scyliorhinus polystigma",31,"51"
"Off Natal and southern Mozambique, Cape of Good Hope and Tanzania (Zanzibar)","Scyliorhinus polystigma",152,"51"
"off Natal, South Africa","Etmopterus sp.",82,"51"
"Off northern Mozambique","Scyliorhinus sufflans",31,"51"
"Off northwestern Borneo, off Taiwan Island, off Borneo","Carcharhinus dussumieri",86,"77"
"Off northwestern Borneo, off Taiwan Island, off Borneo","Carcharhinus dussumieri",106,"77"
"Off northwestern Borneo, off Taiwan Island, off Borneo","Carcharhinus dussumieri",107,"77"
"Off northwestern Borneo, off Taiwan Island, off Borneo","Carcharhinus dussumieri",114,"77"
"Off northwestern Borneo, off Taiwan Island, off Borneo","Carcharhinus dussumieri",115,"77"
"Off northwestern Borneo, off Taiwan Island, off Borneo","Carcharhinus dussumieri",116,"77"
"Off northwestern Borneo, off Taiwan Island, off Borneo","Carcharhinus dussumieri",117,"77"
"Off northwestern Borneo, off Taiwan Island, off Borneo","Carcharhinus dussumieri",118,"77"
"Off northwestern Borneo, off Taiwan Island, off Borneo","Carcharhinus dussumieri",119,"77"
"Off northwestern Borneo, off Taiwan Island, off Borneo","Carcharhinus dussumieri",120,"77"
"Off northwestern Borneo, off Taiwan Island, off Borneo","Carcharhinus dussumieri",121,"77"
"Off northwestern Borneo, off Taiwan Island, off Borneo","Carcharhinus dussumieri",122,"77"
"Off northwestern Borneo, off Taiwan Island, off Borneo","Carcharhinus dussumieri",123,"77"
"Off northwestern Borneo, off Taiwan Island, off Borneo","Carcharhinus dussumieri",124,"77"
"Off northwestern Borneo, off Taiwan Island, off Borneo","Carcharhinus dussumieri",125,"77"
"Off northwestern Borneo, off Taiwan Island, off Borneo","Carcharhinus dussumieri",126,"77"
"Off northwestern Borneo, off Taiwan Island, off Borneo","Carcharhinus dussumieri",127,"77"
"Off northwestern Borneo, off Taiwan Island, off Borneo","Carcharhinus dussumieri",128,"77"
"Off northwestern Borneo, off Taiwan Island, off Borneo","Carcharhinus dussumieri",185,"77"
"Off northwestern Borneo, off Taiwan Island, off Borneo","Carcharhinus dussumieri",210,"77"
"Off northwestern Borneo, off Taiwan Island, off Borneo","Carcharhinus dussumieri",214,"77"
"Off northwestern Borneo, off Taiwan Island, off Borneo","Carcharhinus dussumieri",215,"77"
"Off northwestern Borneo, off Taiwan Island, off Borneo","Carcharhinus dussumieri",217,"77"
"Off northwestern Borneo, off Taiwan Island, off Borneo","Carcharhinus dussumieri",218,"77"
"Off northwestern Borneo, off Taiwan Island, off Borneo","Carcharhinus dussumieri",224,"77"
"Off northwestern Borneo, off Taiwan Island, off Borneo","Carcharhinus dussumieri",172,"71"
"Off northwestern Borneo, off Taiwan Island, off Borneo","Carcharhinus dussumieri",13,"71"
"Off the coast of East Africa","Diagramma pictum",38,"51"
"Off the coast of East Africa","Diagramma pictum",142,"51"
"Off the coast of East Africa","Diagramma pictum",169,"51"
"Off the coast of East Africa","Diagramma pictum",186,"51"
"Off the coast of East Africa","Diagramma pictum",187,"51"
"Off the coast of East Africa","Diagramma pictum",192,"51"
"Off the coast of East Africa","Diagramma pictum",228,"51"
"Off the coast of East Africa","Diagramma pictum",233,"51"
"Off the coast of East Africa","Diagramma pictum",20,"51"
"Off the coast of East Africa","Diagramma pictum",23,"51"
"Off the coast of East Africa","Diagramma pictum",29,"51"
"Off the coast of East Africa","Diagramma pictum",31,"51"
"Off the coast of East Africa","Diagramma pictum",33,"51"
"Off the coast of East Africa","Diagramma pictum",34,"51"
"Off the coast of East Africa","Diagramma pictum",37,"51"
"Off the coast of East Africa","Diagramma pictum",152,"51"
"Off the coast of East Africa","Diagramma pictum",248,"51"
"Off the coast of East Africa","Diagramma pictum",21,"51"
"Off the coast of East Africa","Diagramma pictum",22,"51"
"Off the coast of East Africa","Diagramma pictum",24,"51"
"Off the coast of East Africa","Diagramma pictum",25,"51"
"Off the coast of East Africa","Diagramma pictum",26,"51"
"Off the coast of East Africa","Diagramma pictum",27,"51"
"Off the coast of East Africa","Diagramma pictum",28,"51"
"Off the coast of East Africa","Diagramma pictum",32,"51"
"Off the coast of East Africa","Diagramma pictum",70,"51"
"Off the coast of East Africa","Diagramma pictum",71,"51"
"Off the coast of East Africa","Diagramma pictum",72,"51"
"Off the coast of East Africa","Diagramma pictum",167,"51"
"Off the coast of East Africa","Diagramma pictum",82,"51"
"Off the coast of East Africa","Diagramma pictum",35,"51"
"Off the coast of East Africa","Diagramma pictum",36,"51"
"Off the coast of East Africa","Diagramma pictum",168,"51"
"Off the coast of East Africa","Diagramma pictum",183,"51"
"Off the coast of East Africa","Diagramma pictum",193,"51"
"Off the coast of East Africa","Diagramma pictum",194,"51"
"Off the coast of East Africa","Diagramma pictum",195,"51"
"Off the coast of East Africa","Diagramma pictum",39,"51"
"Off the coast of East Africa","Diagramma pictum",166,"51"
"Off the coast of East Africa","Diagramma pictum",200,"51"
"Off tropical West Africa","Scyliorhinus cervigoni",41,"34"
"Off tropical West Africa","Scyliorhinus cervigoni",48,"34"
"Off tropical West Africa","Scyliorhinus cervigoni",49,"34"
"Off tropical West Africa","Scyliorhinus cervigoni",239,"34"
"Off tropical West Africa","Scyliorhinus cervigoni",245,"34"
"Off tropical West Africa","Scyliorhinus cervigoni",143,"34"
"Off tropical West Africa","Scyliorhinus cervigoni",76,"34"
"Off tropical West Africa","Scyliorhinus cervigoni",144,"34"
"Off tropical West Africa","Scyliorhinus cervigoni",77,"34"
"Off tropical West Africa","Scyliorhinus cervigoni",78,"34"
"Off tropical West Africa","Scyliorhinus cervigoni",79,"34"
"Off tropical West Africa","Scyliorhinus cervigoni",85,"34"
"Off tropical West Africa","Scyliorhinus cervigoni",145,"34"
"Off tropical West Africa","Scyliorhinus cervigoni",146,"34"
"Off tropical West Africa","Scyliorhinus cervigoni",231,"34"
"Off tropical West Africa","Scyliorhinus cervigoni",83,"34"
"Off tropical West Africa","Scyliorhinus cervigoni",147,"34"
"Off tropical West Africa","Scyliorhinus cervigoni",148,"34"
"Off tropical West Africa","Scyliorhinus cervigoni",151,"34"
"Off tropical West Africa","Scyliorhinus cervigoni",80,"34"
"Off tropical West Africa","Scyliorhinus cervigoni",149,"34"
"Off tropical West Africa","Scyliorhinus cervigoni",150,"34"
"Off tropical West Africa","Scyliorhinus cervigoni",134,"34"
"Off tropical West Africa","Scyliorhinus cervigoni",65,"34"
"Pacific South American continental shelf","Mustelus whitneyi",108,"87"
"Pacific South American continental shelf","Mustelus whitneyi",199,"87"
"Pacific South American continental shelf","Mustelus whitneyi",88,"87"
"Pacific South American continental shelf","Mustelus whitneyi",109,"87"
"Pacific South American continental shelf","Mustelus whitneyi",160,"87"
"Pacific South American continental shelf","Mustelus whitneyi",240,"87"
"Pacific South American continental shelf","Mustelus whitneyi",206,"87"
"Patagonian region","Lycodes variegatus",240,"87"
"Polar","Notothenia coriiceps",69,"48"
"Polar","Notothenia coriiceps",156,"48"
"Polar","Notothenia coriiceps",84,"48"
"Polar","Notothenia coriiceps",70,"58"
"Polar","Notothenia coriiceps",71,"58"
"Polar","Notothenia coriiceps",73,"58"
"Polar","Notothenia coriiceps",74,"58"
"Polar","Notothenia coriiceps",156,"58"
"Polar","Notothenia coriiceps",156,"88"
"Polar, Arctic, pelagic eggs.","Limanda limanda",242,"27"
"Polar, Arctic, pelagic eggs.","Limanda limanda",226,"27"
"Polar, Arctic, pelagic eggs.","Limanda limanda",135,"27"
"Polar, Arctic, pelagic eggs.","Limanda limanda",207,"27"
"Polar, Arctic, pelagic eggs.","Limanda limanda",136,"27"
"Polar, Arctic, pelagic eggs.","Limanda limanda",162,"27"
"Polar, Arctic, pelagic eggs.","Limanda limanda",163,"27"
"Polar, Arctic, pelagic eggs.","Limanda limanda",185,"21"
"Polar, Arctic, pelagic eggs.","Limanda limanda",188,"21"
"Polar, Arctic, pelagic eggs.","Limanda limanda",162,"21"
"Porcupine Bank, Northeast Atlantic (2002)","Hoplostethus atlanticus",170,"27"
"Queen Charlotte Sound","Sebastes alutus",191,"81"
"Rockall Trough","Coryphaenoides ingolfi",170,"27"
"Rockall Trough","Coryphaenoides ingolfi",182,"27"
"S. North Sea, 1961-62","Ammodytes marinus",112,"27"
"S. North Sea, 1961-62","Ammodytes marinus",182,"27"
"S. North Sea, 1961-62","Ammodytes marinus",242,"27"
"S. North Sea, 1966","Merlangius merlangus",112,"27"
"S. North Sea, 1966","Merlangius merlangus",182,"27"
"S. North Sea, 1966","Merlangius merlangus",242,"27"
"Seamounts off southern part of  Africa","Ariomma indicum",26,"51"
"Seamounts off southern part of  Africa","Ariomma indicum",27,"51"
"Seamounts off southern part of  Africa","Ariomma indicum",31,"51"
"Seamounts off southern part of  Africa","Ariomma indicum",70,"51"
"Seamounts off southern part of  Africa","Ariomma indicum",82,"51"
"Seamounts off southern part of  Africa","Ariomma indicum",24,"51"
"Seamounts off southern part of  Africa","Ariomma indicum",28,"51"
"Seamounts off southern part of  Africa","Ariomma indicum",29,"51"
"Seamounts off southern part of  Africa","Ariomma indicum",71,"51"
"Seamounts off southern part of  Africa","Ariomma indicum",72,"51"
"Seamounts off southern part of  Africa","Ariomma indicum",167,"51"
"Seamounts off southern part of  Africa","Ariomma indicum",20,"51"
"Seamounts off southern part of  Africa","Ariomma indicum",21,"51"
"Seamounts off southern part of  Africa","Ariomma indicum",22,"51"
"Seamounts off southern part of  Africa","Ariomma indicum",23,"51"
"Seamounts off southern part of  Africa","Ariomma indicum",25,"51"
"Seamounts off southern part of  Africa","Ariomma indicum",32,"51"
"Seamounts off southern part of  Africa","Ariomma indicum",152,"51"
"Shetland, 1985-87","Ammodytes marinus",182,"27"
"South America.","Bythaelurus canescens",108,"87"
"South America.","Bythaelurus canescens",199,"87"
"South America.","Bythaelurus canescens",88,"87"
"South America.","Bythaelurus canescens",109,"87"
"South America.","Bythaelurus canescens",160,"87"
"South America.","Bythaelurus canescens",240,"87"
"South America.","Bythaelurus canescens",206,"87"
"South American continental shelf","Mustelus nigromaculatus",108,"87"
"South American continental shelf","Mustelus nigromaculatus",199,"87"
"South American continental shelf","Mustelus nigromaculatus",88,"87"
"South American continental shelf","Mustelus nigromaculatus",109,"87"
"South American continental shelf","Mustelus nigromaculatus",160,"87"
"South American continental shelf","Mustelus nigromaculatus",240,"87"
"South American continental shelf","Mustelus nigromaculatus",206,"87"
"South American continentals shelf","Mustelus higmani",87,"31"
"South American continentals shelf","Mustelus higmani",171,"31"
"South American continentals shelf","Mustelus higmani",185,"31"
"South American continentals shelf","Mustelus higmani",90,"31"
"South American continentals shelf","Mustelus higmani",215,"31"
"South American continentals shelf","Mustelus higmani",89,"31"
"South American continentals shelf","Mustelus higmani",91,"31"
"South American continentals shelf","Mustelus higmani",92,"31"
"South American continentals shelf","Mustelus higmani",93,"31"
"South American continentals shelf","Mustelus higmani",94,"31"
"South American continentals shelf","Mustelus higmani",95,"31"
"South American continentals shelf","Mustelus higmani",96,"31"
